CQ35 ROLLING SOLVER RESULTS
============================

Configuration:
  Spation radius (a): 8.0813e-36 m
  Proton radius (R_p): 8.4140e-16 m
  Trefoil surface velocity: 5.4865e+08 m/s (1.8301 c)
  Per-contact lag coefficient k: 1.0
  Per-contact lag formula: λ_i = a/r_i

VELOCITY PROFILE (Equator, θ=0°):
Shell, r_center [m], v_derived [m/s], v_target [m/s], rel_error
48214, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48215, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48216, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48217, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48218, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48219, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48220, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48221, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48222, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48223, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48224, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48225, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48226, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48227, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48228, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48229, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48230, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48231, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48232, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48233, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48234, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48235, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48236, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48237, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48238, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48239, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48240, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48241, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48242, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48243, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48244, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48245, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48246, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48247, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48248, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48249, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48250, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48251, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48252, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48253, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48254, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48255, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48256, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48257, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48258, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48259, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48260, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48261, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48262, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48263, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48264, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48265, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48266, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48267, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48268, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48269, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48270, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48271, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48272, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48273, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48274, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48275, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48276, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48277, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48278, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48279, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48280, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48281, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48282, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48283, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48284, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48285, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48286, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48287, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48288, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48289, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48290, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48291, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48292, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48293, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48294, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48295, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48296, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48297, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48298, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48299, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48300, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48301, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48302, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48303, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48304, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48305, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48306, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48307, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48308, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48309, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48310, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48311, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48312, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48313, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48314, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48315, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48316, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48317, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48318, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48319, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48320, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48321, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48322, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48323, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48324, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48325, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48326, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48327, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48328, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48329, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48330, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48331, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48332, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48333, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48334, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48335, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48336, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48337, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48338, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48339, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48340, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48341, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48342, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48343, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48344, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48345, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48346, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48347, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48348, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48349, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48350, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48351, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48352, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48353, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48354, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48355, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48356, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48357, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48358, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48359, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48360, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48361, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48362, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48363, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48364, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48365, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48366, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48367, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48368, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48369, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48370, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48371, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48372, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48373, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48374, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48375, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48376, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48377, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48378, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48379, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48380, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48381, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48382, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48383, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48384, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48385, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48386, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48387, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48388, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48389, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48390, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48391, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48392, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48393, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48394, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48395, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48396, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48397, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48398, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48399, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48400, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48401, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48402, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48403, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48404, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48405, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48406, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48407, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48408, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48409, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48410, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48411, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48412, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48413, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48414, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48415, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48416, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48417, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48418, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48419, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48420, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48421, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48422, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48423, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48424, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48425, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48426, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48427, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48428, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48429, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48430, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48431, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48432, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48433, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48434, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48435, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48436, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48437, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48438, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48439, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48440, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48441, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48442, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48443, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48444, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48445, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48446, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48447, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48448, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48449, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48450, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48451, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48452, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48453, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48454, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48455, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48456, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48457, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48458, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48459, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48460, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48461, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48462, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48463, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48464, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48465, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48466, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48467, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48468, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48469, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48470, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48471, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48472, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48473, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48474, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48475, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48476, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48477, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48478, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48479, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48480, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48481, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48482, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48483, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48484, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48485, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48486, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48487, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48488, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48489, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48490, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48491, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48492, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48493, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48494, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48495, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48496, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48497, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48498, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48499, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48500, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48501, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48502, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48503, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48504, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48505, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48506, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48507, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48508, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48509, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48510, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48511, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48512, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48513, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48514, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48515, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48516, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48517, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48518, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48519, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48520, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48521, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48522, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48523, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48524, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48525, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48526, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48527, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48528, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48529, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48530, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48531, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48532, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48533, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48534, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48535, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48536, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48537, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48538, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48539, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48540, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48541, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48542, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48543, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48544, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48545, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48546, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48547, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48548, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48549, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48550, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48551, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48552, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48553, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48554, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48555, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48556, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48557, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48558, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48559, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48560, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48561, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48562, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48563, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48564, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48565, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
48566, 8.414000e-16, 5.486502e+08, 5.486502e+08, 4.345548e-16
