Z,symbol,step,energy_eV,status,split,source,pred_eV,rel,r_outer_m,z_outer,koppa_outer_m,q_outer,force_residual,relaxation_eV,physical,converged,tag
19,K,10,503.8,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,888.2809646813644,0.7631618989308542,2.1104044134212042e-12,0.025105325405928948,5.298238953704794e-14,18.801813879569295,1.4531603737014777e-09,0.0,True,True,COMPUTED
19,K,11,564.7,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,896.0441502689009,0.5867613781988682,2.1103922649549848e-12,0.025105614444209202,5.298269453000124e-14,18.801922112149832,1.1990718772795851e-09,0.0,True,True,COMPUTED
19,K,12,629.4,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,944.5143420424755,0.5006583127462274,2.110243938276723e-12,0.025109143859174635,5.2986418624141477e-14,18.803243678155187,1.1447097172488635e-09,0.0,True,True,COMPUTED
19,K,13,714.6,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,989.0620939759859,0.3840779372739797,2.110510882206382e-12,0.02510279249686001,5.297971673839177e-14,18.80086538586582,1.3953752014212525e-09,0.0,True,True,COMPUTED
19,K,14,786.6,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,993.205635785755,0.26265654180746884,2.1099192270728257e-12,0.025116872920654017,5.2994573099232707e-14,18.806137449543954,1.1419746950560875e-09,0.0,True,True,COMPUTED
19,K,15,861.1,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,1054.80810637603,0.22495425197541524,2.1099359429694776e-12,0.025116474947066016,5.2994153251506994e-14,18.80598845855156,1.6112394869845148e-09,0.0,True,True,COMPUTED
19,K,16,968.0,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,1182.9525446201824,0.22205841386382477,2.110087746542925e-12,0.025112861226729736,5.299034075515534e-14,18.804635521331345,1.2425718938043142e-09,0.0,True,True,COMPUTED
19,K,17,1033.4,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,1198.7523358538263,0.16000806643490048,2.1088361449844707e-12,0.025142679212935067,5.302179070598717e-14,18.815796137664975,1.2093544622986356e-09,0.0,True,True,COMPUTED
19,K,18,4610.8,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,6412.440275517793,0.39074353160358144,2.110711727334669e-12,0.025098015403296075,5.2974675444563186e-14,18.799076386367958,1.6363777852051282e-09,0.0,True,True,COMPUTED
19,K,19,4934.046,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,6550.244482599078,0.32756048131676874,2.0883911048298474e-12,0.025637375142079106,5.354086619790385e-14,19.0,6.098995074578319e-10,0.0,True,True,COMPUTED
24,Cr,1,6.7665,MEASURED,HOLDOUT,Datasets/nuclear/ionisation_energies.json,62.26584657586873,8.202075899781088,1.667005649875468e-12,0.040236767565741065,6.707491886481634e-14,23.802817341819633,4.8379108251806796e-09,0.0,False,False,COMPUTED
