kind,formula,families,pred,obs,rel,origin
energy,H I 3→1 + He II 3→2 − He I 3¹P→2¹P,H I+He,17.778169353065355,1.8483696261225844,8.618297715895435,3-term
energy,H I 3→1 − He II 3→2 − He I 3¹P→2¹P,H I+He,2.662789155641481,1.8483696261225844,0.4406150793698902,3-term
path_Δr/a0,H I 3→1 + He II 3→2 + He I 3¹P→2¹P,H I+He,14.273610381910391,1.3163461168401311,9.843356621261568,3-term
path_Δr/a0,H I 3→1 + He II 3→2 − He I 3¹P→2¹P,H I+He,4.235443641636299,1.3163461168401311,2.2175759759928617,3-term
path_Δr/a0,H I 3→1 − He II 3→2 − He I 3¹P→2¹P,H I+He,1.7351034904333638,1.3163461168401311,0.31812102321420854,3-term
energy,H I 3→1 + He II 3→2 + He I 4¹P→2¹P,H I+He,22.168080521926132,1.8483696261225844,10.993315735462069,3-term
energy,H I 3→1 + He II 3→2 − He I 4¹P→2¹P,H I+He,17.12230975292618,1.8483696261225844,8.263466306165444,3-term
energy,H I 3→1 − He II 3→2 − He I 4¹P→2¹P,H I+He,2.0069295555023077,1.8483696261225844,0.08578366963989895,3-term
path_Δr/a0,H I 3→1 + He II 3→2 + He I 4¹P→2¹P,H I+He,21.292693752047434,1.3163461168401311,15.175604181642,3-term
path_Δr/a0,H I 3→1 + He II 3→2 − He I 4¹P→2¹P,H I+He,2.783639728500745,1.3163461168401311,1.1146715843875696,3-term
path_Δr/a0,H I 3→1 − He II 3→2 − He I 4¹P→2¹P,H I+He,5.28397987970368,1.3163461168401311,3.014126537166223,3-term
energy,H I 3→1 + He II 3→2 + He I 4¹P→3¹P,H I+He,20.30105473756533,1.8483696261225844,9.98322243054375,3-term
energy,H I 3→1 + He II 3→2 − He I 4¹P→3¹P,H I+He,18.989335537286983,1.8483696261225844,9.273559611083767,3-term
energy,H I 3→1 − He II 3→2 − He I 4¹P→3¹P,H I+He,3.8739553398631097,1.8483696261225844,1.0958769745582195,3-term
path_Δr/a0,H I 3→1 + He II 3→2 + He I 4¹P→3¹P,H I+He,16.273610381910387,1.3163461168401311,11.362713859007647,3-term
path_Δr/a0,H I 3→1 + He II 3→2 − He I 4¹P→3¹P,H I+He,2.2354436416362997,1.3163461168401311,0.6982187382467828,3-term
path_Δr/a0,H I 3→1 − He II 3→2 − He I 4¹P→3¹P,H I+He,0.26489650956663535,1.3163461168401311,0.7987637854681294,3-term
energy,H I 3→1 + He II 4→1 + He II 4→2,H I+He,73.30479483828091,1.8483696261225844,38.659164380479446,3-term
energy,H I 3→1 + He II 4→1 − He II 4→2,H I+He,52.89903157175868,1.8483696261225844,27.619292821169957,3-term
energy,H I 3→1 − He II 4→1 − He II 4→2,H I+He,49.129784760852466,1.8483696261225844,25.58006497537748,3-term
path_Δr/a0,H I 3→1 + He II 4→1 + He II 4→2,H I+He,14.755275344419804,1.3163461168401311,10.209267194740255,3-term
path_Δr/a0,H I 3→1 + He II 4→1 − He II 4→2,H I+He,8.754458981532757,1.3163461168401311,5.650575308071484,3-term
path_Δr/a0,H I 3→1 − He II 4→1 − He II 4→2,H I+He,1.2534385279239517,1.3163461168401311,0.047789550264476136,3-term
energy,H I 3→1 + He II 4→1 + He II 4→3,H I+He,65.74710473956897,1.8483696261225844,34.57032306221667,3-term
energy,H I 3→1 + He II 4→1 − He II 4→3,H I+He,60.456721670470614,1.8483696261225844,31.70813413943273,3-term
energy,H I 3→1 − He II 4→1 − He II 4→3,H I+He,41.57209466214053,1.8483696261225844,21.491223657114706,3-term
path_Δr/a0,H I 3→1 + He II 4→1 + He II 4→3,H I+He,13.505105268818335,1.3163461168401311,9.259539718350926,3-term
path_Δr/a0,H I 3→1 + He II 4→1 − He II 4→3,H I+He,10.004629057134226,1.3163461168401311,6.600302784460811,3-term
path_Δr/a0,H I 3→1 − He II 4→1 − He II 4→3,H I+He,2.5036086035254197,1.3163461168401311,0.9019379261248509,3-term
energy,H I 3→1 + He II 4→1 + He I 2¹P→1s²,H I+He,84.32009444390881,1.8483696261225844,44.618632362397776,3-term
energy,H I 3→1 + He II 4→1 − He I 2¹P→1s²,H I+He,41.88373196613077,1.8483696261225844,21.65982483925162,3-term
energy,H I 3→1 − He II 4→1 − He I 2¹P→1s²,H I+He,60.145084366480376,1.8483696261225844,31.539532957295815,3-term
path_Δr/a0,H I 3→1 + He II 4→1 + He I 2¹P→1s²,H I+He,15.239764112177914,1.3163461168401311,10.577322952690237,3-term
path_Δr/a0,H I 3→1 + He II 4→1 − He I 2¹P→1s²,H I+He,8.269970213774647,1.3163461168401311,5.282519550121502,3-term
path_Δr/a0,H I 3→1 − He II 4→1 − He I 2¹P→1s²,H I+He,0.768949760165841,1.3163461168401311,0.41584530821445864,3-term
energy,H I 3→1 + He II 4→1 + He I 3¹P→1s²,H I+He,86.18712022826962,1.8483696261225844,45.628725667316104,3-term
energy,H I 3→1 + He II 4→1 − He I 3¹P→1s²,H I+He,40.01670618176996,1.8483696261225844,20.6497315343333,3-term
energy,H I 3→1 − He II 4→1 − He I 3¹P→1s²,H I+He,62.01211015084118,1.8483696261225844,32.54962626221414,3-term
path_Δr/a0,H I 3→1 + He II 4→1 + He I 3¹P→1s²,H I+He,20.25884748231496,1.3163461168401311,14.39021327532459,3-term
path_Δr/a0,H I 3→1 + He II 4→1 − He I 3¹P→1s²,H I+He,3.250886843637602,1.3163461168401311,1.4696292274871494,3-term
path_Δr/a0,H I 3→1 − He II 4→1 − He I 3¹P→1s²,H I+He,4.250133609971204,1.3163461168401311,2.2287356308488113,3-term
energy,H I 3→1 + He II 4→1 + He I 4¹P→1s²,H I+He,86.8429798284088,1.8483696261225844,45.98355707704609,3-term
energy,H I 3→1 + He II 4→1 − He I 4¹P→1s²,H I+He,39.36084658163079,1.8483696261225844,20.294900124603306,3-term
energy,H I 3→1 − He II 4→1 − He I 4¹P→1s²,H I+He,62.667969750980355,1.8483696261225844,32.90445767194413,3-term
path_Δr/a0,H I 3→1 + He II 4→1 + He I 4¹P→1s²,H I+He,27.277930852452002,1.3163461168401311,19.72246083570502,3-term
path_Δr/a0,H I 3→1 + He II 4→1 − He I 4¹P→1s²,H I+He,3.768196526499443,1.3163461168401311,1.8626183328932828,3-term
path_Δr/a0,H I 3→1 − He II 4→1 − He I 4¹P→1s²,H I+He,11.269216980108249,1.3163461168401311,7.560983191229243,3-term
energy,H I 3→1 + He II 4→1 + He I 3¹P→2¹P,H I+He,64.96893898938059,1.8483696261225844,34.14932190574302,3-term
energy,H I 3→1 + He II 4→1 − He I 3¹P→2¹P,H I+He,61.23488742065899,1.8483696261225844,32.12913529590638,3-term
energy,H I 3→1 − He II 4→1 − He I 3¹P→2¹P,H I+He,40.79392891195215,1.8483696261225844,21.07022250064105,3-term
path_Δr/a0,H I 3→1 + He II 4→1 + He I 3¹P→2¹P,H I+He,16.773950533113325,1.3163461168401311,11.742811574040221,3-term
path_Δr/a0,H I 3→1 + He II 4→1 − He I 3¹P→2¹P,H I+He,6.735783792839235,1.3163461168401311,4.117030928771516,3-term
path_Δr/a0,H I 3→1 − He II 4→1 − He I 3¹P→2¹P,H I+He,0.7652366607695713,1.3163461168401311,0.41866607043555515,3-term
energy,H I 3→1 + He II 4→1 + He I 4¹P→2¹P,H I+He,65.62479858951977,1.8483696261225844,34.50415331547301,3-term
energy,H I 3→1 + He II 4→1 − He I 4¹P→2¹P,H I+He,60.57902782051981,1.8483696261225844,31.774303886176387,3-term
energy,H I 3→1 − He II 4→1 − He I 4¹P→2¹P,H I+He,41.44978851209133,1.8483696261225844,21.425053910371048,3-term
path_Δr/a0,H I 3→1 + He II 4→1 + He I 4¹P→2¹P,H I+He,23.793033903250368,1.3163461168401311,17.075059134420655,3-term
path_Δr/a0,H I 3→1 + He II 4→1 − He I 4¹P→2¹P,H I+He,0.2832995772978091,1.3163461168401311,0.7847833683910844,3-term
path_Δr/a0,H I 3→1 − He II 4→1 − He I 4¹P→2¹P,H I+He,7.784320030906615,1.3163461168401311,4.913581489944876,3-term
energy,H I 3→1 + He II 4→1 + He I 4¹P→3¹P,H I+He,63.757772805158965,1.8483696261225844,33.49406001055469,3-term
energy,H I 3→1 + He II 4→1 − He I 4¹P→3¹P,H I+He,62.44605360488062,1.8483696261225844,32.78439719109471,3-term
energy,H I 3→1 − He II 4→1 − He I 4¹P→3¹P,H I+He,39.582762727730525,1.8483696261225844,20.414960605452727,3-term
path_Δr/a0,H I 3→1 + He II 4→1 + He I 4¹P→3¹P,H I+He,18.773950533113325,1.3163461168401311,13.262168811786303,3-term
path_Δr/a0,H I 3→1 + He II 4→1 − He I 4¹P→3¹P,H I+He,4.735783792839236,1.3163461168401311,2.5976736910254368,3-term
path_Δr/a0,H I 3→1 − He II 4→1 − He I 4¹P→3¹P,H I+He,2.7652366607695704,1.3163461168401311,1.100691167310524,3-term
energy,H I 3→1 + He II 4→2 + He II 4→3,H I+He,24.93557820652451,1.8483696261225844,12.490579943597698,3-term
energy,H I 3→1 + He II 4→2 − He II 4→3,H I+He,19.645195137426157,1.8483696261225844,9.628391020813758,3-term
energy,H I 3→1 − He II 4→2 − He II 4→3,H I+He,0.7605681290960726,1.8483696261225844,0.5885194615042697,3-term
path_Δr/a0,H I 3→1 + He II 4→2 + He II 4→3,H I+He,12.755003223457454,1.3163461168401311,8.68970323251733,3-term
path_Δr/a0,H I 3→1 + He II 4→2 − He II 4→3,H I+He,9.254527011773344,1.3163461168401311,6.030466298627215,3-term
path_Δr/a0,H I 3→1 − He II 4→2 − He II 4→3,H I+He,3.2537106488863,1.3163461168401311,1.4717744119584468,3-term
energy,H I 3→1 + He II 4→2 + He I 2¹P→1s²,H I+He,43.50856791086436,1.8483696261225844,22.538889243778808,3-term
energy,H I 3→1 + He II 4→2 − He I 2¹P→1s²,H I+He,1.0722054330863067,1.8483696261225844,0.41991827936735543,3-term
energy,H I 3→1 − He II 4→2 − He I 2¹P→1s²,H I+He,19.333557833435922,1.8483696261225844,9.459789838676842,3-term
path_Δr/a0,H I 3→1 + He II 4→2 + He I 2¹P→1s²,H I+He,14.489662066817033,1.3163461168401311,10.007486466856639,3-term
path_Δr/a0,H I 3→1 + He II 4→2 − He I 2¹P→1s²,H I+He,7.519868168413765,1.3163461168401311,4.712683064287905,3-term
path_Δr/a0,H I 3→1 − He II 4→2 − He I 2¹P→1s²,H I+He,1.5190518055267215,1.3163461168401311,0.15399117761913733,3-term
energy,H I 3→1 + He II 4→2 + He I 3¹P→1s²,H I+He,45.37559369522516,1.8483696261225844,23.548982548697133,3-term
energy,H I 3→1 + He II 4→2 − He I 3¹P→1s²,H I+He,0.7948203512744954,1.8483696261225844,0.5699884157143239,3-term
energy,H I 3→1 − He II 4→2 − He I 3¹P→1s²,H I+He,21.200583617796724,1.8483696261225844,10.469883143595164,3-term
path_Δr/a0,H I 3→1 + He II 4→2 + He I 3¹P→1s²,H I+He,19.50874543695408,1.3163461168401311,13.820376789490995,3-term
path_Δr/a0,H I 3→1 + He II 4→2 − He I 3¹P→1s²,H I+He,2.5007847982767206,1.3163461168401311,0.8997927416535527,3-term
path_Δr/a0,H I 3→1 − He II 4→2 − He I 3¹P→1s²,H I+He,3.5000315646103237,1.3163461168401311,1.6588991450152155,3-term
energy,H I 3→1 + He II 4→2 + He I 4¹P→1s²,H I+He,46.03145329536434,1.8483696261225844,23.903813958427122,3-term
energy,H I 3→1 + He II 4→2 − He I 4¹P→1s²,H I+He,1.4506799514136688,1.8483696261225844,0.21515700598433266,3-term
energy,H I 3→1 − He II 4→2 − He I 4¹P→1s²,H I+He,21.856443217935897,1.8483696261225844,10.824714553325155,3-term
path_Δr/a0,H I 3→1 + He II 4→2 + He I 4¹P→1s²,H I+He,26.527828807091122,1.3163461168401311,19.152624349871427,3-term
path_Δr/a0,H I 3→1 + He II 4→2 − He I 4¹P→1s²,H I+He,4.518298571860324,1.3163461168401311,2.4324548187268795,3-term
path_Δr/a0,H I 3→1 − He II 4→2 − He I 4¹P→1s²,H I+He,10.519114934747368,1.3163461168401311,6.991146705395646,3-term
energy,H I 3→1 + He II 4→2 + He I 3¹P→2¹P,H I+He,24.157412456336136,1.8483696261225844,12.069578787124048,3-term
energy,H I 3→1 + He II 4→2 − He I 3¹P→2¹P,H I+He,20.423360887614532,1.8483696261225844,10.049392177287407,3-term
energy,H I 3→1 − He II 4→2 − He I 3¹P→2¹P,H I+He,0.01759762109230323,1.8483696261225844,0.9904793820220804,3-term
path_Δr/a0,H I 3→1 + He II 4→2 + He I 3¹P→2¹P,H I+He,16.023848487752446,1.3163461168401311,11.172975088206627,3-term
path_Δr/a0,H I 3→1 + He II 4→2 − He I 3¹P→2¹P,H I+He,5.9856817474783535,1.3163461168401311,3.54719444293792,3-term
path_Δr/a0,H I 3→1 − He II 4→2 − He I 3¹P→2¹P,H I+He,0.015134615408690877,1.3163461168401311,0.9885025562691511,3-term
energy,H I 3→1 + He II 4→2 + He I 4¹P→2¹P,H I+He,24.81327205647531,1.8483696261225844,12.424410196854039,3-term
energy,H I 3→1 + He II 4→2 − He I 4¹P→2¹P,H I+He,19.76750128747536,1.8483696261225844,9.694560767557416,3-term
energy,H I 3→1 − He II 4→2 − He I 4¹P→2¹P,H I+He,0.6382619790468702,1.8483696261225844,0.6546892082479284,3-term
path_Δr/a0,H I 3→1 + He II 4→2 + He I 4¹P→2¹P,H I+He,23.04293185788949,1.3163461168401311,16.505222648587058,3-term
path_Δr/a0,H I 3→1 + He II 4→2 − He I 4¹P→2¹P,H I+He,1.0334016226586904,1.3163461168401311,0.21494688255748776,3-term
path_Δr/a0,H I 3→1 − He II 4→2 − He I 4¹P→2¹P,H I+He,7.034217985545735,1.3163461168401311,4.343745004111281,3-term
energy,H I 3→1 + He II 4→2 + He I 4¹P→3¹P,H I+He,22.946246272114507,1.8483696261225844,11.41431689193572,3-term
energy,H I 3→1 + He II 4→2 − He I 4¹P→3¹P,H I+He,21.63452707183616,1.8483696261225844,10.704654072475737,3-term
energy,H I 3→1 − He II 4→2 − He I 4¹P→3¹P,H I+He,1.2287638053139318,1.8483696261225844,0.3352174868337509,3-term
path_Δr/a0,H I 3→1 + He II 4→2 + He I 4¹P→3¹P,H I+He,18.023848487752446,1.3163461168401311,12.692332325952707,3-term
path_Δr/a0,H I 3→1 + He II 4→2 − He I 4¹P→3¹P,H I+He,3.9856817474783544,1.3163461168401311,2.0278372051918403,3-term
path_Δr/a0,H I 3→1 − He II 4→2 − He I 4¹P→3¹P,H I+He,2.01513461540869,1.3163461168401311,0.5308546814769279,3-term
energy,H I 3→1 + He II 4→3 + He I 2¹P→1s²,H I+He,35.95087781215243,1.8483696261225844,18.45004792551604,3-term
energy,H I 3→1 + He II 4→3 − He I 2¹P→1s²,H I+He,6.485484665625631,1.8483696261225844,2.5087595976301285,3-term
energy,H I 3→1 − He II 4→3 − He I 2¹P→1s²,H I+He,11.775867734723985,1.8483696261225844,5.370948520414069,3-term
path_Δr/a0,H I 3→1 + He II 4→3 + He I 2¹P→1s²,H I+He,13.239491991215566,1.3163461168401311,9.057758990467313,3-term
path_Δr/a0,H I 3→1 + He II 4→3 − He I 2¹P→1s²,H I+He,6.269698092812298,1.3163461168401311,3.7629555878985785,3-term
path_Δr/a0,H I 3→1 − He II 4→3 − He I 2¹P→1s²,H I+He,2.7692218811281895,1.3163461168401311,1.1037186540084645,3-term
energy,H I 3→1 + He II 4→3 + He I 3¹P→1s²,H I+He,37.817903596513226,1.8483696261225844,19.460141230434356,3-term
energy,H I 3→1 + He II 4→3 − He I 3¹P→1s²,H I+He,8.352510449986433,1.8483696261225844,3.518852902548449,3-term
energy,H I 3→1 − He II 4→3 − He I 3¹P→1s²,H I+He,13.642893519084787,1.8483696261225844,6.38104182533239,3-term
path_Δr/a0,H I 3→1 + He II 4→3 + He I 3¹P→1s²,H I+He,18.258575361352612,1.3163461168401311,12.87064931310167,3-term
path_Δr/a0,H I 3→1 + He II 4→3 − He I 3¹P→1s²,H I+He,1.2506147226752535,1.3163461168401311,0.04993473473577362,3-term
path_Δr/a0,H I 3→1 − He II 4→3 − He I 3¹P→1s²,H I+He,2.2498614890088557,1.3163461168401311,0.7091716686258885,3-term
energy,H I 3→1 + He II 4→3 + He I 4¹P→1s²,H I+He,38.4737631966524,1.8483696261225844,19.81497264016435,3-term
energy,H I 3→1 + He II 4→3 − He I 4¹P→1s²,H I+He,9.008370050125606,1.8483696261225844,3.8736843122784403,3-term
energy,H I 3→1 − He II 4→3 − He I 4¹P→1s²,H I+He,14.29875311922396,1.8483696261225844,6.735873235062381,3-term
path_Δr/a0,H I 3→1 + He II 4→3 + He I 4¹P→1s²,H I+He,25.277658731489655,1.3163461168401311,18.2028968734821,3-term
path_Δr/a0,H I 3→1 + He II 4→3 − He I 4¹P→1s²,H I+He,5.768468647461791,1.3163461168401311,3.3821822951162055,3-term
path_Δr/a0,H I 3→1 − He II 4→3 − He I 4¹P→1s²,H I+He,9.2689448591459,1.3163461168401311,6.041419229006321,3-term
energy,H I 3→1 + He II 4→3 + He I 3¹P→2¹P,H I+He,16.5997223576242,1.8483696261225844,7.980737468861274,3-term
energy,H I 3→1 + He II 4→3 − He I 3¹P→2¹P,H I+He,12.865670788902595,1.8483696261225844,5.960550859024633,3-term
energy,H I 3→1 − He II 4→3 − He I 3¹P→2¹P,H I+He,7.5752877198042405,1.8483696261225844,3.0983619362406927,3-term
path_Δr/a0,H I 3→1 + He II 4→3 + He I 3¹P→2¹P,H I+He,14.773678412150979,1.3163461168401311,10.2232476118173,3-term
path_Δr/a0,H I 3→1 + He II 4→3 − He I 3¹P→2¹P,H I+He,4.735511671876886,1.3163461168401311,2.597466966548593,3-term
path_Δr/a0,H I 3→1 − He II 4→3 − He I 3¹P→2¹P,H I+He,1.235035460192777,1.3163461168401311,0.061769967341521875,3-term
energy,H I 3→1 + He II 4→3 + He I 4¹P→2¹P,H I+He,17.255581957763372,1.8483696261225844,8.335568878591266,3-term
energy,H I 3→1 + He II 4→3 − He I 4¹P→2¹P,H I+He,12.209811188763421,1.8483696261225844,5.605719449294641,3-term
energy,H I 3→1 − He II 4→3 − He I 4¹P→2¹P,H I+He,6.919428119665067,1.8483696261225844,2.7435305265107015,3-term
path_Δr/a0,H I 3→1 + He II 4→3 + He I 4¹P→2¹P,H I+He,21.79276178228802,1.3163461168401311,15.555495172197732,3-term
path_Δr/a0,H I 3→1 + He II 4→3 − He I 4¹P→2¹P,H I+He,2.2835716982601575,1.3163461168401311,0.7347805938318386,3-term
path_Δr/a0,H I 3→1 − He II 4→3 − He I 4¹P→2¹P,H I+He,5.784047909944267,1.3163461168401311,3.394017527721953,3-term
energy,H I 3→1 + He II 4→3 + He I 4¹P→3¹P,H I+He,15.38855617340257,1.8483696261225844,7.325475573672945,3-term
energy,H I 3→1 + He II 4→3 − He I 4¹P→3¹P,H I+He,14.076836973124223,1.8483696261225844,6.615812754212962,3-term
energy,H I 3→1 − He II 4→3 − He I 4¹P→3¹P,H I+He,8.78645390402587,1.8483696261225844,3.7536238314290222,3-term
path_Δr/a0,H I 3→1 + He II 4→3 + He I 4¹P→3¹P,H I+He,16.77367841215098,1.3163461168401311,11.74260484956338,3-term
path_Δr/a0,H I 3→1 + He II 4→3 − He I 4¹P→3¹P,H I+He,2.7355116718768873,1.3163461168401311,1.0781097288025139,3-term
path_Δr/a0,H I 3→1 − He II 4→3 − He I 4¹P→3¹P,H I+He,0.764964539807222,1.3163461168401311,0.41887279491239904,3-term
energy,H I 3→1 + He I 2¹P→1s² + He I 3¹P→1s²,H I+He,56.39089330085307,1.8483696261225844,29.50845053061547,3-term
energy,H I 3→1 + He I 2¹P→1s² − He I 3¹P→1s²,H I+He,10.220479254353414,1.8483696261225844,4.529456397632661,3-term
energy,H I 3→1 − He I 2¹P→1s² − He I 3¹P→1s²,H I+He,32.21588322342464,1.8483696261225844,16.429351125513506,3-term
path_Δr/a0,H I 3→1 + He I 2¹P→1s² + He I 3¹P→1s²,H I+He,19.993234204712188,1.3163461168401311,14.188432547440975,3-term
path_Δr/a0,H I 3→1 + He I 2¹P→1s² − He I 3¹P→1s²,H I+He,2.9852735660348326,1.3163461168401311,1.2678484996035362,3-term
path_Δr/a0,H I 3→1 − He I 2¹P→1s² − He I 3¹P→1s²,H I+He,3.984520332368435,1.3163461168401311,2.0269549029651985,3-term
energy,H I 3→1 + He I 2¹P→1s² + He I 4¹P→1s²,H I+He,57.046752900992246,1.8483696261225844,29.86328194034546,3-term
energy,H I 3→1 + He I 2¹P→1s² − He I 4¹P→1s²,H I+He,9.56461965421424,1.8483696261225844,4.17462498790267,3-term
energy,H I 3→1 − He I 2¹P→1s² − He I 4¹P→1s²,H I+He,32.87174282356381,1.8483696261225844,16.78418253524349,3-term
path_Δr/a0,H I 3→1 + He I 2¹P→1s² + He I 4¹P→1s²,H I+He,27.012317574849234,1.3163461168401311,19.52068010782141,3-term
path_Δr/a0,H I 3→1 + He I 2¹P→1s² − He I 4¹P→1s²,H I+He,4.033809804102212,1.3163461168401311,2.064399060776896,3-term
path_Δr/a0,H I 3→1 − He I 2¹P→1s² − He I 4¹P→1s²,H I+He,11.00360370250548,1.3163461168401311,7.35920246334563,3-term
energy,H I 3→1 + He I 2¹P→1s² + He I 3¹P→2¹P,H I+He,35.17271206196405,1.8483696261225844,18.029046769042388,3-term
energy,H I 3→1 + He I 2¹P→1s² − He I 3¹P→2¹P,H I+He,31.43866049324244,1.8483696261225844,16.008860159205746,3-term
energy,H I 3→1 − He I 2¹P→1s² − He I 3¹P→2¹P,H I+He,10.99770198453561,1.8483696261225844,4.949947363940419,3-term
path_Δr/a0,H I 3→1 + He I 2¹P→1s² + He I 3¹P→2¹P,H I+He,16.508337255510558,1.3163461168401311,11.541030846156609,3-term
path_Δr/a0,H I 3→1 + He I 2¹P→1s² − He I 3¹P→2¹P,H I+He,6.4701705152364655,1.3163461168401311,3.915250200887903,3-term
path_Δr/a0,H I 3→1 − He I 2¹P→1s² − He I 3¹P→2¹P,H I+He,0.499623383166802,1.3163461168401311,0.6204467983191683,3-term
energy,H I 3→1 + He I 2¹P→1s² + He I 4¹P→2¹P,H I+He,35.828571662103215,1.8483696261225844,18.383878178772374,3-term
energy,H I 3→1 + He I 2¹P→1s² − He I 4¹P→2¹P,H I+He,30.782800893103268,1.8483696261225844,15.654028749475753,3-term
energy,H I 3→1 − He I 2¹P→1s² − He I 4¹P→2¹P,H I+He,11.653561584674783,1.8483696261225844,5.30477877367041,3-term
path_Δr/a0,H I 3→1 + He I 2¹P→1s² + He I 4¹P→2¹P,H I+He,23.5274206256476,1.3163461168401311,16.873278406537043,3-term
path_Δr/a0,H I 3→1 + He I 2¹P→1s² − He I 4¹P→2¹P,H I+He,0.5489128549005784,1.3163461168401311,0.5830026405074713,3-term
path_Δr/a0,H I 3→1 − He I 2¹P→1s² − He I 4¹P→2¹P,H I+He,7.518706753303846,1.3163461168401311,4.711800762061263,3-term
energy,H I 3→1 + He I 2¹P→1s² + He I 4¹P→3¹P,H I+He,33.96154587774242,1.8483696261225844,17.373784873854056,3-term
energy,H I 3→1 + He I 2¹P→1s² − He I 4¹P→3¹P,H I+He,32.64982667746407,1.8483696261225844,16.664122054394074,3-term
energy,H I 3→1 − He I 2¹P→1s² − He I 4¹P→3¹P,H I+He,9.786535800313981,1.8483696261225844,4.29468546875209,3-term
path_Δr/a0,H I 3→1 + He I 2¹P→1s² + He I 4¹P→3¹P,H I+He,18.508337255510554,1.3163461168401311,13.060388083902689,3-term
path_Δr/a0,H I 3→1 + He I 2¹P→1s² − He I 4¹P→3¹P,H I+He,4.470170515236466,1.3163461168401311,2.395892963141824,3-term
path_Δr/a0,H I 3→1 − He I 2¹P→1s² − He I 4¹P→3¹P,H I+He,2.499623383166801,1.3163461168401311,0.8989104394269108,3-term
energy,H I 3→1 + He I 3¹P→1s² + He I 4¹P→1s²,H I+He,58.91377868535305,1.8483696261225844,30.873375245263784,3-term
energy,H I 3→1 + He I 3¹P→1s² − He I 4¹P→1s²,H I+He,11.431645438575046,1.8483696261225844,5.1847182928209925,3-term
energy,H I 3→1 − He I 3¹P→1s² − He I 4¹P→1s²,H I+He,34.73876860792461,1.8483696261225844,17.794275840161813,3-term
path_Δr/a0,H I 3→1 + He I 3¹P→1s² + He I 4¹P→1s²,H I+He,32.031400944986274,1.3163461168401311,23.333570430455758,3-term
path_Δr/a0,H I 3→1 + He I 3¹P→1s² − He I 4¹P→1s²,H I+He,0.9852735660348308,1.3163461168401311,0.2515087381425449,3-term
path_Δr/a0,H I 3→1 − He I 3¹P→1s² − He I 4¹P→1s²,H I+He,16.022687072642526,1.3163461168401311,11.172092785979984,3-term
energy,H I 3→1 + He I 3¹P→1s² + He I 3¹P→2¹P,H I+He,37.039737846324854,1.8483696261225844,19.03914007396071,3-term
energy,H I 3→1 + He I 3¹P→1s² − He I 3¹P→2¹P,H I+He,33.30568627760324,1.8483696261225844,17.018953464124063,3-term
energy,H I 3→1 − He I 3¹P→1s² − He I 3¹P→2¹P,H I+He,12.864727768896412,1.8483696261225844,5.96004066885874,3-term
path_Δr/a0,H I 3→1 + He I 3¹P→1s² + He I 3¹P→2¹P,H I+He,21.5274206256476,1.3163461168401311,15.353921168790961,3-term
path_Δr/a0,H I 3→1 + He I 3¹P→1s² − He I 3¹P→2¹P,H I+He,11.489253885373508,1.3163461168401311,7.728140523522253,3-term
path_Δr/a0,H I 3→1 − He I 3¹P→1s² − He I 3¹P→2¹P,H I+He,5.518706753303847,1.3163461168401311,3.1924435243151845,3-term
energy,H I 3→1 + He I 3¹P→1s² + He I 4¹P→2¹P,H I+He,37.69559744646402,1.8483696261225844,19.3939714836907,3-term
energy,H I 3→1 + He I 3¹P→1s² − He I 4¹P→2¹P,H I+He,32.64982667746408,1.8483696261225844,16.664122054394078,3-term
energy,H I 3→1 − He I 3¹P→1s² − He I 4¹P→2¹P,H I+He,13.520587369035585,1.8483696261225844,6.314872078588731,3-term
path_Δr/a0,H I 3→1 + He I 3¹P→1s² + He I 4¹P→2¹P,H I+He,28.546503995784644,1.3163461168401311,20.686168729171392,3-term
path_Δr/a0,H I 3→1 + He I 3¹P→1s² − He I 4¹P→2¹P,H I+He,4.470170515236465,1.3163461168401311,2.3958929631418227,3-term
path_Δr/a0,H I 3→1 − He I 3¹P→1s² − He I 4¹P→2¹P,H I+He,12.53779012344089,1.3163461168401311,8.524691084695615,3-term
energy,H I 3→1 + He I 3¹P→1s² + He I 4¹P→3¹P,H I+He,35.82857166210322,1.8483696261225844,18.383878178772378,3-term
energy,H I 3→1 + He I 3¹P→1s² − He I 4¹P→3¹P,H I+He,34.516852461824875,1.8483696261225844,17.674215359312395,3-term
energy,H I 3→1 − He I 3¹P→1s² − He I 4¹P→3¹P,H I+He,11.653561584674783,1.8483696261225844,5.30477877367041,3-term
path_Δr/a0,H I 3→1 + He I 3¹P→1s² + He I 4¹P→3¹P,H I+He,23.5274206256476,1.3163461168401311,16.873278406537043,3-term
path_Δr/a0,H I 3→1 + He I 3¹P→1s² − He I 4¹P→3¹P,H I+He,9.48925388537351,1.3163461168401311,6.208783285776175,3-term
path_Δr/a0,H I 3→1 − He I 3¹P→1s² − He I 4¹P→3¹P,H I+He,7.518706753303846,1.3163461168401311,4.711800762061263,3-term
energy,H I 3→1 + He I 4¹P→1s² + He I 3¹P→2¹P,H I+He,37.69559744646402,1.8483696261225844,19.3939714836907,3-term
energy,H I 3→1 + He I 4¹P→1s² − He I 3¹P→2¹P,H I+He,33.961545877742424,1.8483696261225844,17.37378487385406,3-term
energy,H I 3→1 − He I 4¹P→1s² − He I 3¹P→2¹P,H I+He,13.520587369035585,1.8483696261225844,6.314872078588731,3-term
