nuclide,Z,A,start_level_keV,end_level_keV,gamma_energy_keV,relative_intensity,multipolarity,tot_conv_coeff,gamma_fraction_from_icc,radius_fm_measured,source,extraction_date
60ni,28,60,5174,2626.06,2548.0,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5191.7,4265,927.0,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5205,2505.753,2699.0,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5236.2,3119.87,2116.0,100.0,D+Q,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5244,3123.698,2120.0,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5288.55,4039.89,1248.86,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5288.55,1332.514,3955.2,69.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5288.55,0,5287.8,61.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5318,2505.753,2812.0,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5348.79,5148.51,200.2,5.3,E1,0.00621,0.9938283260949503,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5348.79,5014.45,334.2,16.9,E2,0.00636,0.993680193966374,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5348.79,4986,362.8,7.6,E1,0.001128,0.9988732709503679,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5348.79,4265,1083.6,100.0,E1,9e-05,0.9999100080992711,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5348.79,2505.753,2843.0,3.7,E3,0.000528,0.9994722786368796,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5379,3123.698,2255.0,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5410.8,2505.753,2905.0,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5446.98,4355.56,1091.42,94.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5446.98,3871.05,1575.84,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5446.98,2158.632,3288.5,27.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5446.98,1332.514,4114.4,99.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5449.5,2505.753,2944.4,100.0,E2,0.000787,0.9992136188819398,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5476.04,3587.72,1888.4,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5476.04,3193.87,2282.0,81.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5530,2626.06,2904.0,67.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5530,2158.632,3371.0,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5612.4,4760.23,851.9,4.5,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5612.4,4547.96,1064.2,4.8,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5612.4,4019.886,1592.53,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5612.4,3871.05,1741.3,3.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5612.4,3734.44,1878.0,5.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5612.4,3123.698,2488.73,20.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5612.4,2158.632,3453.67,30.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5612.4,1332.514,4279.8,7.7,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5612.4,0,5611.8,8.2,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5663.03,5148.51,514.4,11.1,M1+E2,0.0012,0.998801438274071,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5663.03,4986,677.7,100.0,M1+E2,0.000454,0.9995462060224658,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5663.03,4407.46,1255.1,22.2,E2,0.0001624,0.9998376263694776,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5663.03,4265,1397.7,69.0,M1(+E2),0.0001438,0.9998562206754669,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5663.03,4165.5,1498.0,3.7,E2,0.000185,0.9998150342186695,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5672.36,3193.87,2478.42,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5672.36,2626.06,3046.7,13.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5672.36,2158.632,3513.6,56.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5710.79,4077.99,1632.99,15.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5710.79,3393.14,2317.65,13.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5710.79,3317.829,2392.6,11.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5710.79,3193.87,2517.0,68.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5710.79,3123.698,2586.98,20.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5710.79,2284.8,3426.3,26.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5710.79,2158.632,3551.94,36.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5710.79,0,5710.52,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5780.5,2626.06,3153.6,82.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5780.5,2505.753,3275.4,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5785.1,4986,799.0,100.0,D(+Q),,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5859.9,2158.632,3700.9,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5878.05,3193.87,2684.19,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5878.05,1332.514,4545.9,45.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5901.69,4265,1637.0,38.0,E1,0.000411,0.9995891688516021,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5901.69,4165.5,1736.0,100.0,E1,0.000483,0.9995172331763758,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5902.44,3269.19,2633.3,18.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5902.44,2626.06,3276.32,24.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5902.44,2158.632,3743.71,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5918.54,4355.56,1562.8,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5918.54,3393.14,2525.4,83.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5931.1,0,5930.8,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5967.8,4493.16,1474.6,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,5967.8,0,5967.5,29.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6066.72,4534.14,1532.65,60.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6066.72,3269.19,2797.7,23.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6066.72,2626.06,3440.37,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6066.72,0,6067.2,15.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6112.43,5148.51,963.7,100.0,M1+E2,0.000219,0.9997810479504988,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6112.43,4265,1847.2,61.0,M1+E2,0.00028,0.9997200783780541,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6112.43,4165.5,1946.6,29.0,E2,0.000346,0.9996541196745926,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6181,1332.514,4848.4,10.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6181,0,6180.6,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6229.3,0,6229.0,100.0,(E2),,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6239.2,1332.514,4906.1,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6278.34,5236.2,1042.0,75.0,(E1),9.68e-05,0.9999032093693332,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6278.34,5014.45,1264.0,100.0,(M1+E2),0.000151,0.9998490227975576,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6327.21,4760.23,1568.0,14.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6327.21,4006.444,2320.7,25.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6327.21,3269.19,3058.0,16.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6327.21,2158.632,4168.32,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6362.05,5612.4,749.7,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6362.05,3193.87,3167.7,90.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6382.4,0,6382.3,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6461.1,6112.43,348.7,9.0,M1+E2,0.0037,0.9963136395337252,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6461.1,5663.03,798.1,100.0,M1+E2,0.000335,0.9996651121874173,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6461.1,5148.51,1312.4,27.0,E2,0.0001618,0.9998382261750047,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6461.1,4986,1475.0,16.0,E2,0.00018,0.999820032394169,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6461.1,4265,2195.9,6.0,E2,0.000456,0.9995442078412244,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6465.25,4843.93,1621.2,19.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6465.25,3887.36,2578.2,16.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6465.25,1332.514,5132.6,31.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6465.25,0,6464.9,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6489.28,3119.87,3369.4,46.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6489.28,2505.753,3983.6,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6489.28,2284.8,4204.0,42.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6515,0,6514.6,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6516.72,4318.58,2198.1,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6516.72,4019.886,2496.9,70.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6567.33,4019.886,2547.35,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6587.6,2284.8,4302.0,30.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6587.6,1332.514,5254.7,19.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6587.6,0,6587.6,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6647.17,4039.89,2607.1,55.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6647.17,4019.886,2627.4,39.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6647.17,3619.46,3027.86,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6647.17,2626.06,4021.4,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6718.5,0,6718.1,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6736.5,2158.632,4577.7,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6736.5,0,6736.1,85.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6756.4,3925.18,2831.3,78.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6756.4,3269.19,3487.1,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6761.39,5901.69,861.4,30.0,(E1),0.0001409,0.999859119850013,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6761.39,5236.2,1525.0,30.0,E2,0.000192,0.9998080368569235,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6761.39,4265,2498.5,100.0,(M1+E2),0.00055,0.9994503023337165,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6810.95,5348.79,1461.5,100.0,E2(+M3),0.000177,0.9998230313234556,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6834.92,3317.829,3517.3,93.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6834.92,3193.87,3641.1,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6835.18,3317.829,3517.3,93.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6835.18,3193.87,3641.1,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6837.2,5348.79,1487.8,100.0,M1+E2,0.000169,0.9998310285561739,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6911.93,4318.58,2593.3,15.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6911.93,3871.05,3040.5,31.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6911.93,1332.514,5578.7,22.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6911.93,0,6911.7,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6950.4,6672.4,278.0,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6996.86,4843.93,2152.6,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,6996.86,2626.06,4370.7,71.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7027.83,6112.43,914.8,70.0,M1+E2,0.00027,0.9997300728803223,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7027.83,5663.03,1365.0,100.0,M1+E2,0.000153,0.9998470234054189,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7027.83,5449.5,1578.6,60.0,E2,0.000208,0.9997920432550029,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7027.83,5148.51,1880.9,100.0,E2,0.000318,0.9996821010918527,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7027.83,4986,2041.9,40.0,E2,0.000387,0.9996131497110619,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7038.7,1332.514,5705.6,64.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7038.7,0,7038.7,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7056.27,2626.06,4430.3,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7056.27,1332.514,5723.0,80.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7207.6,4077.99,3129.6,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7207.6,1332.514,5875.2,52.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7222.8,3619.46,3603.4,61.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7222.8,1332.514,5889.9,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7250,4265,2986.5,100.0,E2,0.000804,0.999196645896699,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7316.13,5672.36,1643.6,68.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7316.13,4019.886,3296.3,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7316.13,1332.514,5983.4,63.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7339.68,5710.79,1628.9,85.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7339.68,4493.16,2846.9,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7360.97,5348.79,2012.2,100.0,(D+Q),,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7380.3,4265,3114.7,100.0,E2,0.000857,0.999143733820116,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7414.16,4111.96,3302.11,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7433.45,7027.83,405.7,10.0,M1+E2,0.0023,0.9977052778609199,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7433.45,6461.1,972.3,100.0,M1+E2,0.000217,0.999783047078784,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7433.45,6112.43,1321.1,32.0,E2,0.000162,0.9998380262397492,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7433.45,5663.03,1770.6,4.0,E2,0.000274,0.9997260750554346,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7465.66,5014.45,2451.5,100.0,E2,0.000571,0.9994293258549367,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7473.49,4534.14,2938.6,80.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7473.49,0,7473.0,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7495.2,1332.514,6162.5,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7531.4,6112.43,1418.9,75.0,M1+E2,0.000158,0.9998420249600563,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7531.4,4265,3266.9,100.0,E2,0.000919,0.9990818437855612,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7552,2158.632,5393.3,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7559.5,0,7559.0,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7647.4,0,7646.9,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7657.6,0,7657.1,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7684.1,1332.514,6351.2,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7690,4335.52,3354.5,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7690,1332.514,6358.8,2.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7690,0,7689.5,90.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7732.5,5148.51,2586.2,75.0,E2,0.000632,0.9993683991717235,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7732.5,4265,3465.8,100.0,E2,0.000995,0.9990059890409042,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7747.6,2284.8,5461.9,20.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7747.6,2158.632,5590.1,16.7,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7747.6,1332.514,6413.8,50.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7747.6,0,7747.3,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7760.33,7465.66,294.7,20.0,(M1+E2),0.006,0.9940357852882704,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7760.33,6810.95,948.5,20.0,M1+E2,0.00025,0.9997500624843788,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7760.33,6112.43,1648.0,40.0,E1,0.000419,0.9995811754874708,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7760.33,5901.69,1860.4,10.0,E2,0.00031,0.9996900960702182,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7760.33,5348.79,2411.4,100.0,M1+E2,0.00051,0.9994902599674166,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7761.8,6362.05,1399.4,37.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7761.8,3269.19,4492.3,81.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7761.8,0,7761.6,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7798.9,6327.21,1472.6,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7798.9,2158.632,5640.4,95.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7818.02,3123.698,4693.6,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7850.3,0,7849.7,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7880.4,0,7879.8,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7926.7,0,7926.1,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7950.93,4318.58,3632.4,89.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7950.93,3871.05,4080.0,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7950.93,0,7951.4,93.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7980.81,7433.45,547.2,7.0,D,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7980.81,6461.1,1519.9,100.0,M1+E2,0.000176,0.9998240309705493,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,7980.81,5663.03,2317.5,71.0,E2,0.000511,0.9994892609876354,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8042.6,0,8042.0,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8044.26,7760.33,283.9,27.0,M1+E2,0.007,0.99304865938431,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8044.26,7691.4,352.9,44.0,M1+E2,0.0036,0.9964129135113591,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8044.26,7360.97,683.3,2.1,(D+Q),,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8044.26,6837.2,1207.0,100.0,M1+E2,0.0001471,0.9998529216352275,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8044.26,6810.95,1233.0,23.0,D,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8044.26,6461.1,1583.3,13.0,E1,0.00037,0.9996301368493657,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8044.26,5348.79,2696.1,60.0,E2,0.00068,0.9993204620857816,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8074.4,4265,3807.8,100.0,E2,0.001123,0.9988782597143409,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8086,2284.8,5800.8,16.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8086,1332.514,6752.3,7.4,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8086,0,8085.7,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
