obs_wl_vac(nm)	ritz_wl_vac(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	
""	"7458.21226150"	"2.670e+02"	AA	"[24.0432165311324]"	"[24.2094550264796]"	"1s.5g"	"1G"	"4"	"1s.6f"	"3F*"	"4"	9	9		
""	"7458.22118733"	"4.618e+02"	AA	"[24.0432165311324]"	"[24.209454827529]"	"1s.5g"	"1G"	"4"	"1s.6f"	"3F*"	"3"	9	7		
""	"7459.181100"	"2.6987e+04"	AAA	"[24.209249793955]"	"[24.375466697350]"	"1s.6d"	"1D"	"2"	"1s.8p"	"1P*"	"1"	5	3		
""	"7464.6237757"	"1.171e+04"	AA	"[24.043154084167]"	"[24.209249793955]"	"1s.5f"	"3F*"	"3"	"1s.6d"	"1D"	"2"	7	5		
""	"7464.6940775"	"2.8105e+04"	AAA	"[24.043155648442]"	"[24.209249793955]"	"1s.5f"	"1F*"	"3"	"1s.6d"	"1D"	"2"	7	5		
""	"7468.5194051"	"2.5203e+04"	AAA	"[24.043154084167]"	"[24.209163157329]"	"1s.5f"	"3F*"	"3"	"1s.6d"	"3D"	"2"	7	5		
""	"7468.5215144"	"2.2209e+03"	AAA	"[24.043154084167]"	"[24.209163110443]"	"1s.5f"	"3F*"	"3"	"1s.6d"	"3D"	"3"	7	7		
""	"7468.5306867"	"4.0116e+04"	AAA	"[24.043155012649]"	"[24.209163835045]"	"1s.5f"	"3F*"	"2"	"1s.6d"	"3D"	"1"	5	3		
""	"7468.5386852"	"3.6841e+04"	AAA	"[24.043154465835]"	"[24.209163110443]"	"1s.5f"	"3F*"	"4"	"1s.6d"	"3D"	"3"	9	7		
""	"7468.5611764"	"4.4569e+03"	AAA	"[24.043155012649]"	"[24.209163157329]"	"1s.5f"	"3F*"	"2"	"1s.6d"	"3D"	"2"	5	5		
""	"7468.5632858"	"9.0965e+01"	AAA	"[24.043155012649]"	"[24.209163110443]"	"1s.5f"	"3F*"	"2"	"1s.6d"	"3D"	"3"	5	7		
""	"7468.5897803"	"1.046e+04"	AA	"[24.043155648442]"	"[24.209163157329]"	"1s.5f"	"1F*"	"3"	"1s.6d"	"3D"	"2"	7	5		
