obs_wl_vac(nm)	ritz_wl_vac(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	
""	"1859.16"	"1.87e+03"	B	"4.340942"	"5.007826"	"1s2.4s"	"2S"	"1/2"	"1s2.6p"	"2P*"	"3/2"	2	4		
"1870.2"	"1870.2"	"1.383e+07"	AA	"3.878613"	"4.54157"	"1s2.3d"	"2D"	"5/2"	"1s2.4f"	"2F*"	"7/2"	6	8		
"1870.2"	"1870.2"	"9.220e+05"	AA	"3.878613"	"4.54157"	"1s2.3d"	"2D"	"5/2"	"1s2.4f"	"2F*"	"5/2"	6	6		
"1870.2"	"1870.2"	"1.291e+07"	AA	"3.878608"	"4.54157"	"1s2.3d"	"2D"	"3/2"	"1s2.4f"	"2F*"	"5/2"	4	6		
""	"1886.2"	"2.96e+05"	A	"4.521648"	"5.17898"	"1s2.4p"	"2P*"	"1/2"	"1s2.8d"	"2D"	"3/2"	2	4		
""	"1886.2"	"5.91e+04"	A	"4.521648"	"5.17898"	"1s2.4p"	"2P*"	"3/2"	"1s2.8d"	"2D"	"3/2"	4	4		
""	"1886.2"	"3.55e+05"	A	"4.521648"	"5.17898"	"1s2.4p"	"2P*"	"3/2"	"1s2.8d"	"2D"	"5/2"	4	6		
"1929.5"	"1928.09"	"5.363e+04"	AA	"3.878608"	"4.521648"	"1s2.3d"	"2D"	"3/2"	"1s2.4p"	"2P*"	"3/2"	4	4		
"1929.5"	"1928.09"	"5.363e+05"	AA	"3.878608"	"4.521648"	"1s2.3d"	"2D"	"3/2"	"1s2.4p"	"2P*"	"1/2"	4	2		
"1929.5"	"1928.11"	"4.826e+05"	AA	"3.878613"	"4.521648"	"1s2.3d"	"2D"	"5/2"	"1s2.4p"	"2P*"	"3/2"	6	4		
""	"1949.98"	"4.91e+03"	A	"4.540720"	"5.176542"	"1s2.4d"	"2D"	"3/2"	"1s2.8p"	"2P*"	"3/2"	4	4		
""	"1949.98"	"4.90e+04"	A	"4.540720"	"5.176542"	"1s2.4d"	"2D"	"3/2"	"1s2.8p"	"2P*"	"1/2"	4	2		
""	"1949.99"	"4.42e+04"	A	"4.540723"	"5.176542"	"1s2.4d"	"2D"	"5/2"	"1s2.8p"	"2P*"	"3/2"	6	4		
""	"1954.1"	"1.12e+05"	A	"4.521648"	"5.15614"	"1s2.4p"	"2P*"	"1/2"	"1s2.8s"	"2S"	"1/2"	2	2		
""	"1954.1"	"2.24e+05"	A	"4.521648"	"5.15614"	"1s2.4p"	"2P*"	"3/2"	"1s2.8s"	"2S"	"1/2"	4	2		
""	"2093.4"	"8.89e+04"	A	"4.521648"	"5.11391"	"1s2.4p"	"2P*"	"3/2"	"1s2.7d"	"2D"	"3/2"	4	4		
""	"2093.4"	"4.43e+05"	A	"4.521648"	"5.11391"	"1s2.4p"	"2P*"	"1/2"	"1s2.7d"	"2D"	"3/2"	2	4		
""	"2093.4"	"5.30e+05"	A	"4.521648"	"5.11391"	"1s2.4p"	"2P*"	"3/2"	"1s2.7d"	"2D"	"5/2"	4	6		
""	"2176.77"	"7.81e+03"	A	"4.540720"	"5.110300"	"1s2.4d"	"2D"	"3/2"	"1s2.7p"	"2P*"	"3/2"	4	4		
""	"2176.77"	"7.81e+04"	A	"4.540720"	"5.110300"	"1s2.4d"	"2D"	"3/2"	"1s2.7p"	"2P*"	"1/2"	4	2		
""	"2176.78"	"7.02e+04"	A	"4.540723"	"5.110300"	"1s2.4d"	"2D"	"5/2"	"1s2.7p"	"2P*"	"3/2"	6	4		
""	"2223.0"	"3.58e+05"	A	"4.521648"	"5.07937"	"1s2.4p"	"2P*"	"3/2"	"1s2.7s"	"2S"	"1/2"	4	2		
""	"2223.0"	"1.79e+05"	A	"4.521648"	"5.07937"	"1s2.4p"	"2P*"	"1/2"	"1s2.7s"	"2S"	"1/2"	2	2		
"2447.37"	"2446.97"	"4.966e+06"	AA	"3.834258"	"4.340942"	"1s2.3p"	"2P*"	"3/2"	"1s2.4s"	"2S"	"1/2"	4	2		
"2447.37"	"2446.97"	"2.483e+06"	AA	"3.834258"	"4.340942"	"1s2.3p"	"2P*"	"1/2"	"1s2.4s"	"2S"	"1/2"	2	2		
""	"2497.81"	"3.39e+03"	B	"4.340942"	"4.837313"	"1s2.4s"	"2S"	"1/2"	"1s2.5p"	"2P*"	"1/2"	2	2		
""	"2497.81"	"3.38e+03"	B	"4.340942"	"4.837313"	"1s2.4s"	"2S"	"1/2"	"1s2.5p"	"2P*"	"3/2"	2	4		
""	"2520.31"	"1.40e+05"	A	"4.521648"	"5.013587"	"1s2.4p"	"2P*"	"3/2"	"1s2.6d"	"2D"	"3/2"	4	4		
""	"2520.31"	"6.99e+05"	A	"4.521648"	"5.013587"	"1s2.4p"	"2P*"	"1/2"	"1s2.6d"	"2D"	"3/2"	2	4		
""	"2520.31"	"8.37e+05"	A	"4.521648"	"5.013589"	"1s2.4p"	"2P*"	"3/2"	"1s2.6d"	"2D"	"5/2"	4	6		
""	"2626.7"	"1.19e+03"	B'	"4.54157"	"5.013589"	"1s2.4f"	"2F*"	"5/2"	"1s2.6d"	"2D"	"5/2"	6	6		
""	"2626.7"	"2.50e+04"	B'	"4.54157"	"5.013587"	"1s2.4f"	"2F*"	"5/2"	"1s2.6d"	"2D"	"3/2"	6	4		
""	"2626.7"	"2.38e+04"	B'	"4.54157"	"5.013589"	"1s2.4f"	"2F*"	"7/2"	"1s2.6d"	"2D"	"5/2"	8	6		
""	"2654.31"	"1.37e+04"	A	"4.540720"	"5.007826"	"1s2.4d"	"2D"	"3/2"	"1s2.6p"	"2P*"	"3/2"	4	4		
""	"2654.31"	"1.37e+05"	A	"4.540720"	"5.007826"	"1s2.4d"	"2D"	"3/2"	"1s2.6p"	"2P*"	"1/2"	4	2		
""	"2654.32"	"1.23e+05"	A	"4.540723"	"5.007826"	"1s2.4d"	"2D"	"5/2"	"1s2.6p"	"2P*"	"3/2"	6	4		
""	"2688.71"	"3.738e+06"	AA	"3.373129"	"3.834258"	"1s2.3s"	"2S"	"1/2"	"1s2.3p"	"2P*"	"1/2"	2	2		
""	"2688.71"	"3.737e+06"	AA	"3.373129"	"3.834258"	"1s2.3s"	"2S"	"1/2"	"1s2.3p"	"2P*"	"3/2"	2	4		
""	"2842.45"	"3.19e+05"	A	"4.521648"	"4.957835"	"1s2.4p"	"2P*"	"1/2"	"1s2.6s"	"2S"	"1/2"	2	2		
""	"2842.45"	"6.40e+05"	A	"4.521648"	"4.957835"	"1s2.4p"	"2P*"	"3/2"	"1s2.6s"	"2S"	"1/2"	4	2		
""	"2896.76"	"4.63e+02"	B	"4.748533"	"5.176542"	"1s2.5s"	"2S"	"1/2"	"1s2.8p"	"2P*"	"1/2"	2	2		
""	"2896.76"	"4.63e+02"	B	"4.748533"	"5.176542"	"1s2.5s"	"2S"	"1/2"	"1s2.8p"	"2P*"	"3/2"	2	4		
""	"3628.8"	"3.10e+04"	A	"4.837313"	"5.17898"	"1s2.5p"	"2P*"	"3/2"	"1s2.8d"	"2D"	"3/2"	4	4		
""	"3628.8"	"1.55e+05"	A	"4.837313"	"5.17898"	"1s2.5p"	"2P*"	"1/2"	"1s2.8d"	"2D"	"3/2"	2	4		
""	"3628.8"	"1.86e+05"	A	"4.837313"	"5.17898"	"1s2.5p"	"2P*"	"3/2"	"1s2.8d"	"2D"	"5/2"	4	6		
""	"3764.07"	"4.54e+03"	A	"4.847154"	"5.176542"	"1s2.5d"	"2D"	"3/2"	"1s2.8p"	"2P*"	"3/2"	4	4		
""	"3764.07"	"4.54e+04"	A	"4.847154"	"5.176542"	"1s2.5d"	"2D"	"3/2"	"1s2.8p"	"2P*"	"1/2"	4	2		
""	"3764.08"	"4.08e+04"	A	"4.847155"	"5.176542"	"1s2.5d"	"2D"	"5/2"	"1s2.8p"	"2P*"	"3/2"	6	4		
""	"3808.96"	"1.36e+06"	A	"4.521648"	"4.847155"	"1s2.4p"	"2P*"	"3/2"	"1s2.5d"	"2D"	"5/2"	4	6		
""	"3808.97"	"2.27e+05"	A	"4.521648"	"4.847154"	"1s2.4p"	"2P*"	"3/2"	"1s2.5d"	"2D"	"3/2"	4	4		
""	"3808.97"	"1.14e+06"	A	"4.521648"	"4.847154"	"1s2.4p"	"2P*"	"1/2"	"1s2.5d"	"2D"	"3/2"	2	4		
""	"3888.7"	"1.55e+05"	A	"4.837313"	"5.15614"	"1s2.5p"	"2P*"	"3/2"	"1s2.8s"	"2S"	"1/2"	4	2		
""	"3888.7"	"7.72e+04"	A	"4.837313"	"5.15614"	"1s2.5p"	"2P*"	"1/2"	"1s2.8s"	"2S"	"1/2"	2	2		
""	"4030.4"	"2.41e+06"	B'	"4.540720"	"4.84834"	"1s2.4d"	"2D"	"3/2"	"1s2.5f"	"2F*"	"5/2"	4	6		
""	"4030.5"	"1.72e+05"	B'	"4.540723"	"4.84834"	"1s2.4d"	"2D"	"5/2"	"1s2.5f"	"2F*"	"5/2"	6	6		
""	"4030.5"	"2.58e+06"	B'	"4.540723"	"4.84834"	"1s2.4d"	"2D"	"5/2"	"1s2.5f"	"2F*"	"7/2"	6	8		
