obs_wl_vac(nm)	ritz_wl_vac(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	
"319.79107"	"319.791056"	"1.94e+05"	B	"0.05156912"	"3.92860683"	"3d6.4s2"	"a 5D"	"3"	"3d6.(5D).4s.4p.(3P*)"	"z 3D*"	"2"	7	5		
"320.04241"	"320.042409"	"1.23e+05"	C+	"0.11011433"	"3.98410712"	"3d6.4s2"	"a 5D"	"1"	"3d6.(5D).4s.4p.(3P*)"	"z 3F*"	"2"	3	5		
"320.04549"	"320.045493"	"2.23e+07"	B+	"2.42543332"	"6.29938878"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"4"	"3d6.(5D).4s (6D).4d"	"f 7D"	"4"	9	9		
"320.17092"	"320.170915"	"5.90e+04"	C+	"0.08728574"	"3.95972364"	"3d6.4s2"	"a 5D"	"2"	"3d6.(5D).4s.4p.(3P*)"	"z 3D*"	"1"	5	3		
"320.34811"	"320.348118"	"6.18e+06"	B	"3.04686890"	"6.91716472"	"3d7.(2G).4s"	"a 1G"	"4"	"3d6.(1G2).4s.4p.(3P*)"	"s 3G*"	"3"	9	7		
"320.63240"	"320.632410"	"9.77e+07"	B+	"2.48211840"	"6.34898259"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"1"	"3d6.(5D).4s (6D).4d"	"e 7F"	"1"	3	3		
"320.80016"	"320.800173"	"1.32e+06"	C	"2.39920471"	"6.26404671"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"5"	"3d6.(5D).4s (6D).4d"	"e 5G"	"6"	11	13		
"321.11563"	"321.115622"	"1.15e+07"	B+	"2.42543332"	"6.28647868"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"4"	"3d6.(5D).4s (6D).4d"	"e 5G"	"5"	9	11		
"321.17566"	"321.175636"	"9.24e+07"	B+	"2.46883473"	"6.32915863"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"2"	"3d6.(5D).4s (6D).4d"	"f 7D"	"1"	5	3		
"321.25351"	"321.253454"	"3.07e+06"	C+	"2.85122419"	"6.71061300"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"4"	"3d6.(5D).4s (6D).6s"	"g 7D"	"4"	9	9		
"321.29150"	"321.291365"	"4.64e+07"	B	"2.39920471"	"6.25813812"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"5"	"3d6.(5D).4s (6D).4d"	"e 7P"	"4"	11	9		
"321.4684"	"321.46856"	"1.09e+06"	D+	"3.01762252"	"6.8744289"	"3d6.4s2"	"b 3G"	"3"	"3d6.(1G2).4s.4p.(3P*)"	"v 3H*"	"4"	7	9		
"321.4940"	"321.493954"	"8.38e+07"	B+	"2.44955978"	"6.30606149"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"3"	"3d6.(5D).4s (6D).4d"	"f 7D"	"3"	7	7		
"321.49898"	"321.499008"	"1.18e+08"	B	"2.44955978"	"6.30600086"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"3"	"3d6.(5D).4s (6D).4d"	"e 7P"	"2"	7	5		
"321.53241"	"321.532408"	"2.22e+05"	C+	"0.08728574"	"3.94332623"	"3d6.4s2"	"a 5D"	"2"	"3d6.(5D).4s.4p.(3P*)"	"z 3F*"	"3"	5	7		
"321.68667"	"321.686668"	"6.19e+07"	B+	"2.46883473"	"6.32302612"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"2"	"3d6.(5D).4s (6D).4d"	"f 7D"	"2"	5	5		
"321.83062"	"321.830614"	"1.50e+07"	B	"2.39920471"	"6.25167222"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"5"	"3d6.(5D).4s (6D).4d"	"f 5D"	"4"	11	9		
"322.05117"	"322.051183"	"4.64e+07"	B+	"2.44955978"	"6.29938878"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"3"	"3d6.(5D).4s (6D).4d"	"f 7D"	"4"	7	9		
