obs_wl_vac(nm)	ritz_wl_vac(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	
""	"481.9399"	"1.1e+06"	D	"4.9537952"	"7.526402"	"3s2.3p.4s"	"3P*"	"2"	"3s2.3p.(2P*<3/2>).6p<3/2>"	"(3/2,3/2)"	"3"	5	7		
""	"482.2514"	"8.0e+05"	D	"4.9296471"	"7.5005925"	"3s2.3p.4s"	"3P*"	"1"	"3s2.3p.(2P*<1/2>).6p<3/2>"	"(1/2,3/2)"	"2"	3	5		
""	"482.4667"	"4.5e+05"	E	"4.9296471"	"7.4994450"	"3s2.3p.4s"	"3P*"	"1"	"3s2.3p.(2P*<1/2>).6p<3/2>"	"(1/2,3/2)"	"1"	3	3		
""	"486.8240"	"2.6e+05"	E	"4.9537952"	"7.5005925"	"3s2.3p.4s"	"3P*"	"2"	"3s2.3p.(2P*<1/2>).6p<3/2>"	"(1/2,3/2)"	"2"	5	5		
""	"487.0434"	"2.9e+04"	E	"4.9537952"	"7.4994450"	"3s2.3p.4s"	"3P*"	"2"	"3s2.3p.(2P*<1/2>).6p<3/2>"	"(1/2,3/2)"	"1"	5	3		
"494.8988"	"494.8988"	"4.2e+06"	D	"5.0823459"	"7.5875894"	"3s2.3p.4s"	"1P*"	"1"	"3s2.3p.(2P*<3/2>).6p<3/2>"	"(3/2,3/2)"	"0"	3	1		
"500.7457"	"500.7456"	"2.8e+06"	D	"5.0823459"	"7.5583377"	"3s2.3p.4s"	"1P*"	"1"	"3s2.3p.(2P*<3/2>).6p<3/2>"	"(3/2,3/2)"	"2"	3	5		
""	"559.9494"	"5.4e+05"	D	"4.9200852"	"7.1342886"	"3s2.3p.4s"	"3P*"	"0"	"3s2.3p.5p"	"3S"	"1"	1	3		
"562.3782"	"562.3780"	"1.6e+06"	D	"4.9296471"	"7.1342886"	"3s2.3p.4s"	"3P*"	"1"	"3s2.3p.5p"	"3S"	"1"	3	3		
"564.7178"	"564.7180"	"9.7e+05"	D	"4.9296471"	"7.1251535"	"3s2.3p.4s"	"3P*"	"1"	"3s2.3p.5p"	"3P"	"2"	3	5		
"566.7126"	"566.7127"	"6.31e+05"	D	"4.9200852"	"7.1078640"	"3s2.3p.4s"	"3P*"	"0"	"3s2.3p.5p"	"3P"	"1"	1	3		
"568.6061"	"568.6062"	"2.6e+06"	D	"4.9537952"	"7.1342886"	"3s2.3p.4s"	"3P*"	"2"	"3s2.3p.5p"	"3S"	"1"	5	3		
"569.2004"	"569.2004"	"9.26e+05"	D+	"4.9296471"	"7.1078640"	"3s2.3p.4s"	"3P*"	"1"	"3s2.3p.5p"	"3P"	"1"	3	3		
"570.2687"	"570.2686"	"1.83e+06"	D	"4.9296471"	"7.1037839"	"3s2.3p.4s"	"3P*"	"1"	"3s2.3p.5p"	"3P"	"0"	3	1		
"570.9981"	"570.9983"	"1.39e+06"	D+	"4.9537952"	"7.1251535"	"3s2.3p.4s"	"3P*"	"2"	"3s2.3p.5p"	"3P"	"2"	5	5		
"575.5816"	"575.5814"	"1.23e+06"	E	"4.9537952"	"7.1078640"	"3s2.3p.4s"	"3P*"	"2"	"3s2.3p.5p"	"3P"	"1"	5	3		
"577.3746"	"577.3747"	"3.56e+06"	D+	"5.0823459"	"7.2297243"	"3s2.3p.4s"	"1P*"	"1"	"3s2.3p.5p"	"1S"	"0"	3	1		
