obs_wl_vac(nm)	ritz_wl_vac(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	
"812.879"	"812.881+"	"3.92e+06"	C+	"14.371989"	"15.897233"	"2s2.2p4.(3P).3p"	"4P*"	"5/2"	"2s2.2p4.(3P).3d"	"2D"	"3/2"	6	4		
"813.150"	"813.151+"	"1.29e+07"	C	"14.387235"	"15.911973"	"2s2.2p4.(3P).3p"	"4P*"	"3/2"	"2s2.2p4.(3P).3d"	"4P"	"1/2"	4	2		
"816.175"	"816.175+"	"3.29e+05"	C+	"13.025319"	"14.544408"	"2s2.2p4.(3P).3s"	"2P"	"1/2"	"2s2.2p4.(3P).3p"	"4D*"	"3/2"	2	4		
"818.1588"	"818.159+"	"6.0e+06"	C	"14.371989"	"15.887395"	"2s2.2p4.(3P).3p"	"4P*"	"5/2"	"2s2.2p4.(3P).3d"	"2D"	"5/2"	6	6		
"819.3493"	"819.349+"	"4.26e+06"	C	"14.371989"	"15.885193"	"2s2.2p4.(3P).3p"	"4P*"	"5/2"	"2s2.2p4.(3P).3d"	"4D"	"3/2"	6	4		
"819.9988"	"819.999+"	"3.32e+06"	C+	"14.399969"	"15.911973"	"2s2.2p4.(3P).3p"	"4P*"	"1/2"	"2s2.2p4.(3P).3d"	"4P"	"1/2"	2	2		
"821.0891"	"821.089+"	"5.49e+06"	C	"14.387235"	"15.897233"	"2s2.2p4.(3P).3p"	"4P*"	"3/2"	"2s2.2p4.(3P).3d"	"2D"	"3/2"	4	4		
"821.6984"	"821.698+"	"1.48e+07"	C+	"14.371989"	"15.880867"	"2s2.2p4.(3P).3p"	"4P*"	"5/2"	"2s2.2p4.(3P).3d"	"4D"	"5/2"	6	6		
"823.3036"	"823.303+"	"3.79e+07"	C+	"14.371989"	"15.877925"	"2s2.2p4.(3P).3p"	"4P*"	"5/2"	"2s2.2p4.(3P).3d"	"4D"	"7/2"	6	8		
"823.445"	"823.444+"	"1.08e+07"	C+	"14.387235"	"15.892913"	"2s2.2p4.(3P).3p"	"4P*"	"3/2"	"2s2.2p4.(3P).3d"	"4D"	"1/2"	4	2		
"827.6889"	"827.688+"	"1.95e+07"	C	"14.387235"	"15.885193"	"2s2.2p4.(3P).3p"	"4P*"	"3/2"	"2s2.2p4.(3P).3d"	"4D"	"3/2"	4	4		
"830.0862"	"830.086+"	"1.60e+07"	C+	"14.387235"	"15.880867"	"2s2.2p4.(3P).3p"	"4P*"	"3/2"	"2s2.2p4.(3P).3d"	"4D"	"5/2"	4	6		
"830.468"	"830.468+"	"1.94e+07"	C	"14.399969"	"15.892913"	"2s2.2p4.(3P).3p"	"4P*"	"1/2"	"2s2.2p4.(3P).3d"	"4D"	"1/2"	2	2		
"834.7850"	"834.784+"	"6.06e+06"	C+	"14.399969"	"15.885193"	"2s2.2p4.(3P).3p"	"4P*"	"1/2"	"2s2.2p4.(3P).3d"	"4D"	"3/2"	2	4		
"860.683"	"860.681+"	"8.5e+04"	C	"14.504588"	"15.945123"	"2s2.2p4.(3P).3p"	"4D*"	"7/2"	"2s2.2p4.(3P).3d"	"4P"	"5/2"	8	6		
"867.500"	"867.501+"	"5.61e+05"	C+	"14.504588"	"15.933798"	"2s2.2p4.(3P).3p"	"4D*"	"7/2"	"2s2.2p4.(3P).3d"	"4F"	"7/2"	8	8		
"873.9670"	"873.967+"	"2.74e+06"	C	"14.526486"	"15.945123"	"2s2.2p4.(3P).3p"	"4D*"	"5/2"	"2s2.2p4.(3P).3d"	"4P"	"5/2"	6	6		
"876.902"	"876.905+"	"1.00e+06"	C	"14.544408"	"15.958291"	"2s2.2p4.(3P).3p"	"4D*"	"3/2"	"2s2.2p4.(3P).3d"	"2P"	"3/2"	4	4		
"878.014"	"878.015+"	"6.02e+06"	C+	"14.544408"	"15.956505"	"2s2.2p4.(3P).3p"	"4D*"	"3/2"	"2s2.2p4.(3P).3d"	"2F"	"5/2"	4	6		
"880.178"	"880.178+"	"4.06e+06"	C+	"14.526486"	"15.935112"	"2s2.2p4.(3P).3p"	"4D*"	"5/2"	"2s2.2p4.(3P).3d"	"4F"	"5/2"	6	6		
"881.0001"	"881.000+"	"2.05e+07"	C+	"14.526486"	"15.933798"	"2s2.2p4.(3P).3p"	"4D*"	"5/2"	"2s2.2p4.(3P).3d"	"4F"	"7/2"	6	8		
"883.3657"	"883.365+"	"8.6e+06"	C+	"14.554747"	"15.958291"	"2s2.2p4.(3P).3p"	"4D*"	"1/2"	"2s2.2p4.(3P).3d"	"2P"	"3/2"	2	4		
"884.6931"	"884.693+"	"7.3e+06"	C+	"14.544408"	"15.945846"	"2s2.2p4.(3P).3p"	"4D*"	"3/2"	"2s2.2p4.(3P).3d"	"4F"	"3/2"	4	4		
"885.149"	"885.149+"	"3.05e+06"	C+	"14.544408"	"15.945123"	"2s2.2p4.(3P).3p"	"4D*"	"3/2"	"2s2.2p4.(3P).3d"	"4P"	"5/2"	4	6		
"890.336"	"890.334+"	"4.64e+07"	C+	"14.504588"	"15.897146"	"2s2.2p4.(3P).3p"	"4D*"	"7/2"	"2s2.2p4.(3P).3d"	"4F"	"9/2"	8	10		
"891.272"	"891.268+"	"1.98e+07"	C+	"14.554747"	"15.945846"	"2s2.2p4.(3P).3p"	"4D*"	"1/2"	"2s2.2p4.(3P).3d"	"4F"	"3/2"	2	4		
