54,126,Xe,stable,8.444,0+,0.0890,42,0
54,128,Xe,stable,8.443,0+,1.9102,38,0
54,129,Xe,stable,8.431,1/2+,26.4006,17,0
54,130,Xe,stable,8.438,0+,4.0710,34,0
54,131,Xe,stable,8.424,3/2+,21.2324,13,0
54,132,Xe,stable,8.428,0+,26.9086,30,0
54,134,Xe,stable,8.414,0+,10.4357,26,0
54,136,Xe,2.2e21,8.396,0+,8.8573,22,0
55,133,Cs,stable,8.410,7/2+,100.0000,13,1
56,130,Ba,stable,8.406,0+,0.1060,42,0
56,132,Ba,stable,8.409,0+,0.1010,38,0
56,134,Ba,stable,8.408,0+,2.4170,34,0
56,135,Ba,stable,8.398,3/2+,6.5920,13,0
56,136,Ba,stable,8.403,0+,7.8540,30,0
56,137,Ba,stable,8.392,3/2+,11.2320,9,0
56,138,Ba,stable,8.393,0+,71.6980,26,0
57,138,La,1.02e11,8.371,5+,0.0888,30,1
57,139,La,stable,8.378,7/2+,99.9119,9,1
58,136,Ce,stable,8.373,0+,0.1850,38,2
58,138,Ce,stable,8.360,0+,0.2510,34,2
58,140,Ce,stable,8.376,0+,88.4500,30,2
58,142,Ce,5.0e16,8.347,0+,11.1140,26,2
59,141,Pr,stable,8.354,5/2+,100.0000,13,3
60,142,Nd,stable,8.346,0+,27.1520,34,4
60,143,Nd,stable,8.331,7/2-,12.1740,13,4
60,144,Nd,2.3e15,8.327,0+,23.7980,30,4
60,145,Nd,stable,8.315,7/2-,8.2930,9,4
60,146,Nd,stable,8.316,0+,17.1890,26,4
60,148,Nd,stable,8.294,0+,5.7560,22,4
60,150,Nd,6.7e18,8.267,0+,5.6380,18,4
62,144,Sm,stable,8.304,0+,3.0700,38,6
62,147,Sm,1.06e11,8.281,7/2-,14.9900,13,6
62,148,Sm,7.0e15,8.280,0+,11.2400,30,6
62,149,Sm,stable,8.277,7/2-,13.8200,9,6
62,150,Sm,stable,8.262,0+,7.3800,26,6
62,152,Sm,stable,8.244,0+,26.7500,22,6
62,154,Sm,stable,8.227,0+,22.7500,18,6
63,151,Eu,stable,8.239,5/2+,47.8100,9,7
63,153,Eu,stable,8.229,5/2+,52.1900,5,7
64,152,Gd,1.1e14,8.233,0+,0.2000,30,8
64,154,Gd,stable,8.225,0+,2.1800,26,8
64,155,Gd,stable,8.220,3/2-,14.8000,5,8
64,156,Gd,stable,8.221,0+,20.4700,22,8
64,157,Gd,stable,8.211,3/2-,15.6500,1,8
64,158,Gd,stable,8.212,0+,24.8400,18,8
64,160,Gd,stable,8.196,0+,21.8600,14,8
65,159,Tb,stable,8.198,3/2+,100.0000,1,5
66,156,Dy,stable,8.214,0+,0.0560,30,4
66,158,Dy,stable,8.208,0+,0.0950,26,4
66,160,Dy,stable,8.203,0+,2.3290,22,4
66,161,Dy,stable,8.192,5/2+,18.8890,1,4
66,162,Dy,stable,8.196,0+,25.4750,18,4
66,163,Dy,stable,8.183,5/2-,24.8960,0,4
66,164,Dy,stable,8.185,0+,28.2600,14,4
67,165,Ho,stable,8.177,7/2-,100.0000,0,3
68,162,Er,stable,8.188,0+,0.1390,26,2
68,164,Er,stable,8.180,0+,1.6010,22,2
68,166,Er,stable,8.182,0+,33.5030,18,2
68,167,Er,stable,8.167,7/2+,22.8690,0,2
68,168,Er,stable,8.170,0+,26.9780,14,2
68,170,Er,stable,8.147,0+,14.9100,10,2
69,169,Tm,stable,8.156,1/2+,100.0000,0,1
70,168,Yb,stable,8.150,0+,0.1230,22,0
70,170,Yb,stable,8.153,0+,2.9820,18,0
70,171,Yb,stable,8.141,1/2-,14.0900,0,0
70,172,Yb,stable,8.142,0+,21.6800,14,0
70,173,Yb,stable,8.130,5/2-,16.1030,0,0
70,174,Yb,stable,8.130,0+,32.0260,10,0
70,176,Yb,stable,8.108,0+,12.9960,6,0
71,175,Lu,stable,8.121,7/2+,97.4010,0,1
71,176,Lu,3.76e10,8.108,7-,2.5990,10,1
72,174,Hf,2.0e15,8.120,0+,0.1600,18,2
72,176,Hf,stable,8.116,0+,5.2600,14,2
72,177,Hf,stable,8.107,7/2-,18.6000,0,2
72,178,Hf,stable,8.108,0+,27.2800,10,2
72,179,Hf,stable,8.098,9/2+,13.6200,0,2
72,180,Hf,stable,8.097,0+,35.0800,6,2
73,180,Ta,stable,8.080,9-,0.0120,10,3
73,181,Ta,stable,8.080,7/2+,99.9880,0,3
74,180,W,1.8e18,8.060,0+,0.1200,14,4
74,182,W,stable,8.068,0+,26.5000,10,4
74,183,W,stable,8.057,1/2-,14.3100,0,4
74,184,W,stable,8.058,0+,30.6400,6,4
74,186,W,stable,8.045,0+,28.4300,2,4
75,185,Re,stable,8.055,5/2+,37.4000,0,5
75,187,Re,4.12e10,8.047,5/2+,62.6000,0,5
76,184,Os,stable,8.049,0+,0.0200,14,4
76,186,Os,2.0e15,8.053,0+,1.5900,10,4
76,187,Os,stable,8.046,1/2-,1.9600,0,4
76,188,Os,stable,8.049,0+,13.2400,6,4
76,189,Os,stable,8.039,3/2-,16.1500,0,4
76,190,Os,stable,8.040,0+,26.2600,2,4
76,192,Os,stable,8.029,0+,40.7800,0,4
77,191,Ir,stable,8.038,3/2+,37.3000,0,3
77,193,Ir,stable,8.031,3/2+,62.7000,0,3
78,190,Pt,6.5e11,8.036,0+,0.0120,10,2
78,192,Pt,stable,8.036,0+,0.7820,6,2
78,194,Pt,stable,8.033,0+,32.8640,2,2
78,195,Pt,stable,8.023,1/2-,33.7750,0,2
78,196,Pt,stable,8.026,0+,25.2110,0,2
78,198,Pt,stable,8.013,0+,7.3560,0,2
79,197,Au,stable,8.017,3/2+,100.0000,0,1
80,196,Hg,stable,8.008,0+,0.1500,6,0
80,198,Hg,stable,8.008,0+,9.9700,2,0
80,199,Hg,stable,8.001,1/2-,16.8700,0,0
80,200,Hg,stable,8.002,0+,23.1000,0,0
80,201,Hg,stable,7.993,3/2-,13.1800,0,0
80,202,Hg,stable,7.993,0+,29.8600,0,0
80,204,Hg,stable,7.979,0+,6.8700,0,0
81,203,Tl,stable,7.992,1/2+,29.5200,0,1
81,205,Tl,stable,7.986,1/2+,70.4800,0,1
82,204,Pb,stable,7.980,0+,1.4000,0,2
82,206,Pb,stable,7.976,0+,24.1000,0,2
82,207,Pb,stable,7.968,1/2-,22.1000,0,2
82,208,Pb,stable,7.867,0+,52.4000,0,2
83,209,Bi,2.01e19,7.848,9/2-,100.0000,0,3
90,232,Th,1.405e10,7.615,0+,100.0000,0,2
92,234,U,2.455e5,7.601,0+,0.0054,0,4
92,235,U,7.04e8,7.591,7/2-,0.7204,0,4
92,238,U,4.468e9,7.570,0+,99.2742,0,4
