hostname,hd_name,hip_name,sy_pnum
"KMT-2021-BLG-1077L",,,2
"OGLE-2018-BLG-1647L",,,1
"OGLE-2018-BLG-0932L",,,1
"MOA-2020-BLG-135L",,,1
"MOA-2020-BLG-208L",,,1
"KMT-2021-BLG-1770L",,,1
"KMT-2021-BLG-1303L",,,1
"OGLE-2017-BLG-1275L",,,1
"MOA-2019-BLG-008L",,,1
"Gaia22dkvL",,,1
"KMT-2021-BLG-0240L",,,1
"OGLE-2013-BLG-0911L",,,1
"Kepler-512",,,1
"Kepler-101",,,2
"Kepler-288",,,3
"Kepler-1752",,,1
"KOI-13",,,1
"HD 3167","HD 3167","HIP 2736",4
"Kepler-496",,,1
"Kepler-875",,,1
"TOI-5293 B",,,1
"HD 86226","HD 86226","HIP 48739",2
"Kepler-961",,,1
"Kepler-1319",,,1
"GJ 338 A","HD 79210","HIP 45343",1
"HD 22781","HD 22781","HIP 17187",1
"Kepler-1126",,,2
"Kepler-1700",,,1
"HD 203030","HD 203030","HIP 105232",1
"Kepler-312",,,2
"K2-24",,,2
"Kepler-11",,,6
"Kepler-520",,,2
"Kepler-32",,,5
"Kepler-879",,,2
"Kepler-103",,,2
"KOI-94",,,4
"GJ 806",,"HIP 102401",2
"K2-22",,,1
"Kepler-1047",,,2
"Kepler-1881",,,1
"HAT-P-29",,,1
"Kepler-918",,,1
"Kepler-299",,,4
"Kepler-1670",,,1
"K2-199",,,2
"Kepler-480",,,1
"Kepler-1051",,,1
"Kepler-1304",,,1
"Kepler-1539",,,1
"Kepler-825",,,2
"Kepler-376",,,2
"Kepler-929",,,1
"Kepler-1876",,,1
"Kepler-1083",,,1
"HD 4203","HD 4203","HIP 3502",2
"OGLE2-TR-L9",,,1
"Kepler-1871",,,1
"HD 163607","HD 163607","HIP 87601",2
"Kepler-1154",,,2
"Kepler-1717",,,1
"Kepler-1903",,,1
"Kepler-1767",,,1
"WASP-73","HD 202678",,1
"Kepler-1533",,,1
"WASP-138",,,1
"Kepler-372",,,3
"WASP-136",,,1
"Kepler-68",,,4
"Kepler-191",,,3
"K2-27",,,1
"Kepler-1810",,,1
"HATS-25",,,1
"HD 47536","HD 47536","HIP 31688",1
"HD 68988","HD 68988","HIP 40687",2
"Kepler-1191",,,1
"HD 38529","HD 38529","HIP 27253",2
"Kepler-1674",,,1
"Kepler-754",,,1
"Kepler-928",,,1
"Kepler-1052",,,2
"Kepler-441",,,1
"Kepler-584",,,1
"Kepler-176",,,4
"Kepler-681",,,1
"TOI-883",,,1
"Kepler-1743",,,1
"HR 8799","HD 218396","HIP 114189",4
"K2-124",,,1
"Kepler-973",,,1
"Kepler-925",,,1
"Kepler-771",,,1
"K2-229",,,2
"Kepler-105",,,2
"KELT-10",,,1
"Kepler-1989",,,1
"Kepler-797",,,1
"Kepler-1904",,,1
"Kepler-1115",,,1
"Kepler-1482",,,1
"KELT-9","HD 195689","HIP 101252",1
"Kepler-665",,,1
"K2-214",,,1
"HD 177830","HD 177830","HIP 93746",2
"Kepler-444",,"HIP 94931",5
"Kepler-1865",,,1
"Kepler-760",,,2
"14 And","HD 221345","HIP 116076",1
"Kepler-1542",,,4
"Kepler-1472",,,1
"Kepler-727",,,1
"Kepler-84",,,5
"Kepler-1846",,,1
"Kepler-145",,,2
"HD 30856","HD 30856","HIP 22491",1
"HD 45364","HD 45364","HIP 30579",2
"HD 113538","HD 113538","HIP 63833",2
"Kepler-18",,,3
"HD 45184","HD 45184","HIP 30503",2
"GJ 649",,"HIP 83043",1
"Kepler-1309",,,1
"Kepler-899",,,1
"Kepler-384",,,2
"K2-38",,,2
"Kepler-1569",,,1
"Kepler-1488",,,2
"Kepler-1698",,,1
"K2-341",,,1
"K2-324",,,1
"Kepler-848",,,1
"Kepler-716",,,2
"Kepler-1133",,,1
"TOI-4588",,"HIP 92247",1
"Kepler-896",,,2
"Kepler-175",,,2
"HAT-P-15",,,1
"HD 235088","HD 235088","HIP 98668",1
"Kepler-1109",,,1
"HD 39091","HD 39091","HIP 26394",3
"Kepler-1956",,,1
"HAT-P-37",,,1
"Kepler-1859",,,2
"WASP-126",,,2
"Qatar-7",,,1
"Kepler-1821",,,1
"Kepler-25",,,3
"Kepler-1669",,,3
"Kepler-311",,,3
"Kepler-1390",,,1
"Kepler-223",,,4
"Kepler-35",,,1
"Kepler-1193",,,1
"Kepler-1258",,,1
"Kepler-1987",,,4
"Kepler-612",,,1
"Kepler-131",,,2
"Kepler-1629",,,1
"HN Peg","HD 206860","HIP 107350",1
"Kepler-1926",,,1
"WASP-33","HD 15082","HIP 11397",1
"HD 156668","HD 156668","HIP 84607",2
"Kepler-1650",,,1
"Kepler-1344",,,1
"Kepler-1391",,,1
"Kepler-227",,,2
"HAT-P-16",,,1
"HD 154088","HD 154088","HIP 83541",1
"Kepler-257",,,3
"Kepler-43",,,1
"GJ 3323",,,2
"K2-64",,,1
"Kepler-124",,,3
"Kepler-1829",,,1
"HD 16417","HD 16417","HIP 12186",1
"Kepler-489",,,1
"Kepler-619",,,3
"Kepler-374",,,3
"Kepler-1092",,,1
"Kepler-1778",,,1
"Kepler-516",,,1
"Kepler-1453",,,1
"Kepler-200",,,2
"HD 81817","HD 81817","HIP 47193",2
"EPIC 212587672",,,2
"HD 94834","HD 94834","HIP 53545",1
"Kepler-1392",,,1
"Kepler-1572",,,1
"Kepler-1308",,,1
"Kepler-1913",,,1
"Kepler-202",,,2
"K2-99",,,2
"Kepler-709",,,1
"HD 88986","HD 88986","HIP 50316",1
"HD 1666","HD 1666","HIP 1666",1
"HD 20794","HD 20794","HIP 15510",4
"HD 13808","HD 13808","HIP 10301",2
"HD 11964","HD 11964","HIP 9094",2
"Kepler-1093",,,2
"Kepler-380",,,2
"HD 33142","HD 33142","HIP 23844",3
"IRAS 04125+2902",,,1
"Kepler-1254",,,3
"KELT-11","HD 93396","HIP 52733",1
"WASP-47",,,4
"TOI-1136",,,6
"Kepler-731",,,1
"Kepler-640",,,1
"Kepler-623",,,1
"Kepler-57",,,2
"K2-34",,,1
"WASP-100 B",,,1
"WASP-52",,,1
"Kepler-656",,,2
"Kepler-1026",,,1
"KOI-55",,,2
"iot Dra","HD 137759","HIP 75458",2
"TOI-1836","HD 148193",,2
"Kepler-837",,,1
"Kepler-1851",,,1
"HAT-P-66",,,1
"Kepler-303",,,2
"K2-62",,,2
"Kepler-674",,,1
"Kepler-66",,,1
"TOI-2654",,,1
"TOI-1691",,,1
"Kepler-826",,,1
"Kepler-1931",,,1
"Kepler-52",,,3
"HATS-6",,,1
"HD 260655","HD 260655","HIP 31635",2
"K2-68",,,1
"LTT 1445 B",,,2
"TOI-451",,,3
"WASP-127",,,1
"WASP-84",,,2
"Kepler-985",,,1
"Kepler-653",,,2
"KOI-12",,,2
"Kepler-591",,,1
"Kepler-1527",,,1
"TrES-1",,,1
"Kepler-5",,,1
"Kepler-1981",,,1
"HAT-P-39",,,1
"HD 13931","HD 13931","HIP 10626",1
"HAT-P-50",,,1
"Kepler-151",,,2
"Kepler-568",,,1
"HD 564","HD 564","HIP 801",1
"HD 95086","HD 95086","HIP 53524",1
"2MASS J19383260+4603591",,,3
"Kepler-81",,,3
"Kepler-1918",,,1
"Kepler-1452",,,1
"Kepler-370",,,2
"TOI-3785",,,1
"TOI-5678",,,1
"HD 159243","HD 159243","HIP 85911",2
"XO-5",,,1
"HD 43197","HD 43197","HIP 29550",2
"HD 103720","HD 103720","HIP 58237",1
"Kepler-1303",,,1
"Kepler-979",,,1
"Kepler-1665",,,1
"Kepler-1197",,,1
"TOI-5344",,,1
"Kepler-1972",,,2
"TOI-1296",,,1
"WASP-92",,,1
"Kepler-1151",,,1
"EPIC 212737443",,,2
"HD 111998","HD 111998","HIP 62875",1
"Kepler-1019",,,1
"GJ 1061",,,3
"Kepler-513",,,1
"TOI-1201",,,1
"Kepler-1033",,,1
"GJ 676 A",,"HIP 85647",4
"Kepler-1347",,,1
"HAT-P-69",,,1
"Kepler-920",,,2
"Kepler-1686",,,1
"TOI-4145 A",,,1
"Kepler-1469",,,1
"Kepler-1558",,,1
"Kepler-742",,,1
"HD 142245","HD 142245","HIP 77783",1
"Kepler-1105",,,1
"Kepler-883",,,1
"Kepler-518",,,1
"Kepler-525",,,1
"Kepler-1549",,,1
"K2-114",,,1
"Kepler-1329",,,1
"CoRoT-27",,,1
"Kepler-1823",,,1
"Kepler-1962",,,1
"Kepler-538 B",,,1
"Kepler-1438",,,1
"Kepler-631",,,1
"Kepler-1125",,,1
"Kepler-127",,,3
"Kepler-924",,,1
"Kepler-475",,,1
"Kepler-233",,,2
"Kepler-1022",,,1
"K2-25",,,1
"eps Ind B",,,1
"Kepler-762",,,1
"Kepler-298",,,3
"Kepler-1253",,,1
"K2-169",,,1
"K2-15",,,1
"Kepler-873",,,1
"WASP-1",,,1
"Kepler-1249",,,1
"TOI-3629",,,1
"HD 15906","HD 15906",,2
"HAT-P-32 B",,,1
"Kepler-1567",,,1
"Kepler-1683",,,1
"HD 32518","HD 32518","HIP 24003",1
"HD 33564","HD 33564","HIP 25110",1
"K2-203",,,1
"HD 4113","HD 4113","HIP 3391",1
"HD 114783","HD 114783","HIP 64457",2
"Kepler-1405",,,1
"HD 117207","HD 117207","HIP 65808",1
"Kepler-1262",,,1
"HD 52265","HD 52265","HIP 33719",1
"Kepler-1854",,,1
"HD 240210","HD 240210",,1
"Kepler-1243",,,1
"Kepler-1005",,,1
"TOI-4747",,,1
"Kepler-102",,,5
"TOI-1411",,"HIP 76042",1
"WASP-194",,,1
"Kepler-118",,,2
"Kepler-1158",,,1
"KIC 7917485",,,1
"Kepler-139",,,5
"Kepler-1800",,,1
"WASP-48",,,1
"HIP 79762","HD 147379 B","HIP 79762",1
"Kepler-150",,,5
"Kepler-984",,,1
"TOI-880",,,2
"HD 70642","HD 70642","HIP 40952",1
"K2-340",,,1
"HATS-54",,,1
"Kepler-813",,,1
"Kepler-1921",,,2
"Kepler-197",,,4
"Kepler-1432",,,1
"HD 11506","HD 11506","HIP 8770",3
"Kepler-1298",,,1
"HD 167042","HD 167042","HIP 89047",1
"HD 25912","HD 25912",,2
"HD 219134","HD 219134","HIP 114622",6
"TOI-2714",,,1
"TOI-2986",,,1
"CD Cet",,,1
"TOI-1064",,,2
"Kepler-1072",,,1
"KIC 9663113",,,2
"Kepler-1783",,,1
"Gaia-1",,,1
"Kepler-917",,,1
"K2-395",,,2
"HIP 99770",,"HIP 99770",1
"K2-128",,,1
"Kepler-890",,,1
"Kepler-1757",,,1
"Kepler-1134",,,1
"TOI-1174",,,1
"Kepler-1296",,,1
"HR 2562","HD 50571","HIP 32775",1
"TOI-2525",,,2
"TOI-1273",,,1
"Kepler-409",,,1
"HIP 63242","HD 112410","HIP 63242",1
"Kepler-1274",,,1
"Kepler-737",,,1
"Kepler-1228",,,1
"TOI-762 A",,,1
"TOI-904",,,2
"TOI-938",,,1
"HD 30177","HD 30177","HIP 21850",2
"K2-136",,,3
"TYC 3667-1280-1",,,1
"Kepler-1877",,,1
"Kepler-999",,,1
"TOI-1238",,,2
"HD 8673","HD 8673","HIP 6702",1
"Kepler-1925",,,1
"HIP 4845",,"HIP 4845",1
"Kepler-601",,,1
"TOI-3896",,,1
"Kepler-83 B",,,3
"HD 126105","HD 126105","HIP 70382",1
"HD 86728","HD 86728","HIP 49081",1
"Kepler-1237",,,1
"Kepler-427",,,1
"Kepler-1990",,,2
"TOI-1775",,,1
"TOI-1723",,,1
"TOI-2019",,,1
"BEBOP-4 A","HD 111605",,1
"Kepler-1037",,,1
"Kepler-406",,,2
"TOI-1533",,,2
"GJ 504","HD 115383","HIP 64792",1
"TOI-2537",,,2
"Kepler-1307",,,1
"TOI-5380",,,1
"Kepler-690",,,1
"HD 136118","HD 136118","HIP 74948",1
"HD 206893","HD 206893","HIP 107412",2
"K2-392",,,1
"K2-117",,,2
"GJ 4274",,,2
"HD 74698","HD 74698","HIP 42532",2
"HD 213519","HD 213519",,1
"HD 215497","HD 215497","HIP 112441",2
"Kepler-1933",,,1
"KOI-134",,,2
"Kepler-1159",,,1
"TOI-5349",,,1
"WASP-97",,,1
"HAT-P-58",,,1
"Kepler-1246",,,1
"Kepler-1414",,,1
"K2-220",,,1
"TOI-2152",,,1
"Kepler-483",,,1
"CoRoT-16",,,1
"HD 307842","HD 307842",,1
"Kepler-1520",,,1
"TOI-6884",,,1
"TOI-3523 A",,,1
"WASP-129",,,1
"HD 199509","HD 199509","HIP 104436",1
"GJ 3082",,"HIP 5812",1
"TOI-4791",,,1
"TOI-2031 A",,,1
"K2-390",,,1
"Kepler-842",,,1
"Kepler-1107",,,1
"HD 128356","HD 128356","HIP 71481",1
"TOI-4377",,,1
"K2-337",,,1
"Kepler-1898",,,1
"K2-369",,,1
"Kepler-1736",,,1
"TOI-2570",,,1
"K2-113",,,1
"HD 68475","HD 68475","HIP 40051",1
"Kepler-1532",,,1
"K2-133",,,4
"BD+63 1405",,"HIP 88617",1
"Kepler-1411",,,1
"Kepler-964",,,1
"K2-247",,,2
"HIP 90988","HD 170707","HIP 90988",1
"Kepler-629",,,1
"K2-322",,,1
"HAT-P-53",,,1
"HATS-43",,,1
"CoRoT-6",,,1
"K2-289",,,1
"Gaia-2",,,1
"TOI-3919",,,1
"K2-147",,,1
"Kepler-830",,,1
"K2-170",,,2
"K2-31",,,1
"HD 76920","HD 76920","HIP 43803",1
"TOI-4406",,,1
"Kepler-1213",,,1
"TOI-2992",,,1
"Kepler-1818",,,1
"HD 158038","HD 158038","HIP 85294",1
"Kepler-1793",,,1
"K2-132",,,1
"TOI-5232",,,1
"OGLE-TR-56",,,1
"TOI-921",,,1
"KOI-7913 A",,,1
"Kepler-606",,,1
"TOI-444",,"HIP 19950",1
"TOI-5616",,,1
"TOI-1181",,,1
"Kepler-995",,,1
"TOI-5803",,,1
"TOI-1268",,,1
"HD 156098","HD 156098",,2
"Pr0211 B",,,2
"Kepler-1442",,,1
"UZ For",,,2
"TOI-2364",,,1
"Kepler-1478",,,1
"GJ 3634",,,1
"TOI-5713",,,1
"TIC 9344899",,,1
"HAT-P-31",,,1
"17 Sco",,"HIP 79540",1
"TOI-908",,,1
"Kepler-1943",,,1
"SPECULOOS-3",,,1
"TOI-813",,,1
"WASP-120",,,1
"NGTS-3 A",,,1
"WASP-187",,,1
"Kepler-919",,,1
"K2-347",,,1
"Kepler-1389",,,1
"Kepler-595",,,2
"K2-13",,,1
"HATS-56",,,1
"TOI-1291",,,1
"K2-87",,,1
"HAT-P-55",,,1
"K2-263",,,1
"K2-240",,,2
"Teegarden's Star",,,3
"TOI-198",,"HIP 738",1
"Kepler-1692",,,1
"WASP-163",,,1
"K2-343",,,2
"KOI-4777",,,1
"Kepler-643",,,1
"Kepler-1719",,,1
"TOI-782",,,1
"K2-66",,,1
"BD-08 2823",,"HIP 49067",2
"K2-155",,,3
"TOI-5388",,,1
"Kepler-1797",,,1
"MXB 1658-298",,,1
"HD 233832 B","HD 233832 B",,1
"WASP-56",,,1
"K2-190",,,2
"WASP-38","HD 146389",,1
"DP Leo Ab",,,1
"OGLE-2015-BLG-0954L",,,1
"WASP-46",,,1
"HD 43691 B","HD 43691 B",,1
"OGLE-2012-BLG-0950L",,,1
"K2-358",,,1
"GJ 900 A",,"HIP 116384",1
"TOI-481",,,1
"TOI-1439",,,1
"BD+48 738",,,1
"NGTS-2",,,1
"TOI-5726",,,1
"Kepler-1676",,,1
"GJ 9066",,,1
"HD 19994 B","HD 19994 B",,1
"TOI-5817 B",,,1
"TOI-1799",,"HIP 54491",1
"HD 113996 B","HD 113996 B",,1
"HIP 107772",,"HIP 107772",1
"TIC 249022743",,,1
"K2-375",,,1
"Kepler-1149",,,1
"WASP-168 B",,,1
"TOI-5398",,,2
"Kepler-693 c",,,1
"KIC 5479689",,,1
"GJ 3473",,,2
"TOI-4443",,,1
"OGLE-2019-BLG-0249L",,,1
"Kepler-1737",,,1
"TOI-2071",,,1
"TOI-1338 A",,,2
"K2-85",,,1
"WASP-117",,,1
"HD 77338","HD 77338","HIP 44291",1
"alf Tau","HD 29139","HIP 21421",1
"MOA-2011-BLG-262L",,,1
"HD 152079","HD 152079","HIP 82632",1
"HD 2638 C","HD 2638 C",,1
"Kepler-333 B",,,2
"Kepler-68 B",,,4
"HD 12484","HD 12484","HIP 9519",1
"COCONUTS-2 A",,,1
"Qatar-6 B",,,1
"TOI-7041",,,1
"LP 714-47",,,1
"HD 112640","HD 112640","HIP 63203",1
"K2-257",,,1
"OGLE-2018-BLG-1700L Ab",,,1
"TOI-5800",,,1
"TOI-1839",,,2
"WASP-95",,,1
"WASP-106",,,1
"HD 204941","HD 204941","HIP 106353",1
"HD 169142","HD 169142",,1
"K2-32 B",,,4
"TIC 172900988 Ab",,,1
"HD 122562","HD 122562",,1
"WASP-133",,,1
"K2-370",,,1
"TOI-2207",,,1
"HD 143811 B","HD 143811 B",,1
"HD 180902 B","HD 180902 B",,1
"KMT-2021-BLG-0322L B",,,1
"2MASS J19383260+4603591 Ab",,,3
"TOI-3540 B",,,1
"HD 5608 B","HD 5608 B","HIP 4552 B",1
"Kepler-711",,,1
"TOI-6130",,,1
"WASP-12 B",,,1
"HD 13167","HD 13167","HIP 9960",1
"CoRoT-14",,,1
"TIC 434398831",,,2
"TIC 38828280",,,1
"HD 59686 B","HD 59686 B",,1
"TOI-128",,"HIP 24718",1
"HATS-65",,,1
"TOI-4364",,,1
"TOI-6716",,,1
"TOI-2128",,"HIP 83827",1
"K2-385",,,1
"TOI-6478",,,1
"DMPP-7","HD 118006","HIP 66197",1
"TOI-1470",,,2
"HAT-P-22 B",,,1
"TOI-3493","HD 119355",,1
"TOI-3837",,,1
"HD 194490","HD 194490",,1
"K2-29 B",,,1
"TOI-5486",,,1
"WASP-186",,,1
"HD 170469 B","HD 170469 B",,1
"GJ 9404",,"HIP 60093",1
"K2-344",,,1
"TOI-2236",,,1
"HD 11112","HD 11112",,1
"4 UMa","HD 73108","HIP 42527",1
"HD 114082","HD 114082","HIP 64184",1
"TIC 178172313",,,1
"TOI-4578",,,1
"TOI-5736",,,1
"HD 16141 B","HD 16141 B",,1
"TOI-3862",,,1
"Kepler-743 B",,,1
"HD 22532","HD 22532",,1
"TOI-778","HD 115447",,1
"HD 24064","HD 24064","HIP 18451",1
"2MASS J11550485-7919108",,,1
"TOI-5688 B",,,1
"PSR B0329+54",,,1
"vB 10",,,1
"WASP-114 B",,,1
"HD 188015 B","HD 188015 B",,1
"HIP 21152 C",,"HIP 21152 C",1
"HD 102956 B","HD 102956 B",,1
"Kepler-504 B",,,1
"Kepler-1964",,,1
"HD 142245 C","HD 142245 C",,1
"OGLE-2014-BLG-1760L",,,1
"OGLE-2014-BLG-1722L",,,2
"KMT-2016-BLG-2142L",,,1
"OGLE-2018-BLG-0596L",,,1
"OGLE-2013-BLG-0102L",,,1
"KMT-2022-BLG-1790L",,,1
"MOA-2022-BLG-033L",,,1
"OGLE-2012-BLG-0838L",,,1
"KMT-2018-BLG-1976L",,,1
"OGLE-2019-BLG-0954L",,,1
"KMT-2018-BLG-1743L",,,1
"OGLE-2018-BLG-0383L",,,1
"KMT-2021-BLG-0909L",,,1
"KMT-2025-BLG-0481L",,,1
"KMT-2018-BLG-0030L",,,1
"OGLE-2019-BLG-0362L",,,1
"OGLE-2019-BLG-1470L B",,,1
"OGLE-2006-BLG-284L A",,,1
"OGLE-2016-BLG-0007L",,,1
"KMT-2022-BLG-0440L",,,1
"OGLE-2019-BLG-0679L",,,1
"KMT-2022-BLG-1013L",,,1
"OGLE-2019-BLG-1180L",,,1
"KMT-2023-BLG-0416L",,,1
"MOA-2022-BLG-563L",,,1
"KMT-2021-BLG-0192L",,,1
"KMT-2021-BLG-2294L",,,1
"KMT-2023-BLG-0735L",,,1
"HD 115404 A","HD 115404 A","HIP 64797 A",2
"WASP-83",,,1
"WASP-11",,,1
"Kepler-268",,,2
"Kepler-54",,,3
"Kepler-540",,,1
"TOI-1075",,,1
"Kepler-1577",,,1
"Kepler-378",,,2
"Kepler-1504",,,1
"GPX-1",,,1
"Kepler-433",,,1
"KIC 3558849",,,1
"Kepler-389",,,2
"Kepler-20",,,6
"Kepler-216",,,2
"TOI-2196",,,1
"Kepler-847",,,1
"Kepler-161",,,2
"Kepler-412",,,1
"Kepler-1394",,,1
"HIP 67522","HD 120411","HIP 67522",2
"LTT 1445 A",,"HIP 14101",2
"Kepler-364",,,2
"Kepler-688",,,1
"Kepler-153",,,2
"Kepler-707",,,1
"Kepler-244",,,3
"K2-153",,,1
"HD 30669","HD 30669","HIP 22320",1
"Kepler-1098",,,1
"Kepler-497",,,1
"Kepler-1160",,,1
"Kepler-1505",,,1
"Kepler-733",,,1
"Kepler-112",,,2
"TOI-5734",,,1
"Kepler-337",,,2
"Kepler-345",,,2
"Kepler-1777",,,1
"Kepler-1755",,,1
"Kepler-660",,,1
"K2-74",,,1
"Kepler-28",,,2
"CoRoT-20",,,2
"Kepler-331",,,3
"gam Cep","HD 222404","HIP 116727",1
"EPIC 211822797",,,1
"Kepler-1136",,,1
"Kepler-291",,,2
"rho CrB","HD 143761","HIP 78459",3
"Kepler-1023",,,1
"Kepler-225",,,2
"HD 89744","HD 89744","HIP 50786",1
"TOI-1669",,,2
"Kepler-605",,,2
"Kepler-1179",,,1
"Kepler-45",,,1
"Kepler-1994",,,1
"K2-54",,,1
"K2-332",,,1
"KELT-16",,,1
"Kepler-1476",,,1
"TOI-1333",,,1
"Kepler-1788",,,1
"Kepler-646",,,1
"Kepler-1371",,,2
"Kepler-1321",,,3
"Kepler-815",,,1
"Kepler-342",,,4
"Kepler-923",,,1
"Kepler-597",,,1
"Kepler-757",,,1
"Kepler-580",,,1
"HD 86081","HD 86081","HIP 48711",1
"Kepler-549",,,3
"K2-81",,,1
"TrES-2",,,1
"Kepler-774",,,1
"HD 108236","HD 108236","HIP 60689",5
"WASP-172",,,1
"Kepler-450",,,3
"Kepler-1131",,,1
"Kepler-696",,,1
"XO-7",,,1
"K2-376",,,1
"Kepler-1358",,,1
"K2-52",,,1
"Kepler-934",,,1
"Kepler-769",,,2
"Kepler-1694",,,1
"Kepler-307",,,2
"HD 72892","HD 72892","HIP 42098",1
"Kepler-134",,,2
"Kepler-258",,,2
"Gl 378",,"HIP 49189",1
"Kepler-24",,,4
"Kepler-732",,,2
"TOI-5817","HD 204660","HIP 106097",1
"Kepler-183",,,2
"HD 110014","HD 110014","HIP 61740",1
"Kepler-1745",,,1
"HIP 105854","HD 203949","HIP 105854",1
"WASP-10",,,1
"HD 16141","HD 16141","HIP 12048",1
"Kepler-9",,,3
"Kepler-1832",,,1
"Kepler-495",,,2
"HD 125595","HD 125595","HIP 70170",1
"HD 158996","HD 158996","HIP 84769",1
"61 Vir","HD 115617","HIP 64924",3
"Kepler-30",,,3
"HATS-77",,,1
"Kepler-1381",,,1
"Kepler-806",,,1
"Kepler-356",,,2
"Kepler-1477",,,1
"WASP-176",,,1
"HD 42012","HD 42012","HIP 29242",1
"K2-365",,,1
"HAT-P-9",,,1
"Kepler-417",,,2
"Kepler-280",,,2
"Kepler-956",,,1
"TOI-1853",,,1
"HIP 55507",,"HIP 55507",1
"Kepler-1311",,,3
"K2-5",,,2
"Kepler-1084",,,1
"K2-9",,,1
"Kepler-1746",,,1
"Kepler-635",,,1
"91 Aqr","HD 219449","HIP 114855",1
"Kepler-1738",,,1
"Kepler-1730",,,1
"Kepler-165",,,2
"Kepler-1227",,,1
"Kepler-1116",,,1
"Kepler-1463",,,1
"Kepler-970",,,1
"Kepler-188",,,2
"Kepler-1422",,,1
"Kepler-1995",,,1
"Kepler-542",,,1
"Kepler-326",,,3
"Kepler-1785",,,1
"K2-146",,,2
"HAT-P-20",,,1
"Kepler-1952",,,1
"K2-406",,,1
"Kepler-308",,,2
"Wendelstein-2",,,1
"Kepler-269",,,2
"HATS-63",,,1
"Kepler-1541",,,1
"Kepler-911",,,1
"Kepler-294",,,2
"TOI-4487 B",,,1
"LTT 1445 C",,,2
"HD 209458","HD 209458","HIP 108859",1
"TOI-776",,,2
"K2-237",,,1
"WASP-12",,,1
"TOI-1173 B",,,1
"TOI-1420",,,1
"Kepler-123",,,2
"KELT-4 C",,,1
"EPIC 206317286",,,2
"Kepler-94",,,2
"Kepler-1231",,,1
"Kepler-1313",,,1
"GJ 436",,"HIP 57087",1
"L 98-59",,,5
"TRAPPIST-1",,,7
"WASP-164",,,1
"TOI-431",,"HIP 26013",3
"WASP-131",,,1
"WASP-39",,,1
"WASP-103",,,1
"Kepler-7",,,1
"KELT-19 A",,,1
"Kepler-1929",,,1
"Kepler-724",,,1
"HD 221585","HD 221585","HIP 116221",1
"Kepler-1458",,,1
"HATS-48 A",,,1
"Kepler-490",,,1
"Kepler-424",,,2
"Kepler-1264",,,1
"Kepler-1621",,,1
"WASP-113",,,1
"Kepler-1753",,,1
"WASP-193",,,1
"TOI-677",,,1
"TOI-2134",,,2
"WASP-17",,,1
"Kepler-8",,,1
"Kepler-310",,,3
"Kepler-645",,,1
"Kepler-546",,,1
"K2-12",,,1
"HD 98219","HD 98219","HIP 55174",1
"Kepler-1124",,,1
"Kepler-743",,,1
"Kepler-1356",,,1
"GJ 3021","HD 1237","HIP 1292",1
"WASP-55",,,1
"TOI-1386",,,2
"WASP-2",,,1
"K2-105",,,1
"Kepler-1891",,,1
"Kepler-1205",,,1
"Kepler-1518",,,2
"GJ 1265",,,1
"GJ 625",,"HIP 80459",1
"Kepler-544",,,1
"HD 202696","HD 202696","HIP 105056",2
"HD 213240","HD 213240","HIP 111143",1
"Kepler-684",,,1
"Kepler-1691",,,1
"Kepler-439",,,1
"Kepler-1583",,,1
"TOI-1693",,,1
"HD 73583","HD 73583","HIP 42401",2
"GJ 896 A",,"HIP 116132 A",1
"Kepler-262",,,2
"Kepler-872",,,1
"K2-79",,,1
"TOI-4487 A",,,1
"Kepler-1323",,,1
"HD 88133","HD 88133","HIP 49813",1
"Kepler-1474",,,1
"HD 5608","HD 5608","HIP 4552",1
"TOI-1873",,,1
"Kepler-272",,,3
"Kepler-1611",,,1
"HD 2952","HD 2952","HIP 2611",1
"WASP-119",,,1
"Kepler-1416",,,1
"Kepler-1862",,,1
"BD+20 2457",,,2
"2MASS J01225093-2439505",,,1
"Kepler-922",,,1
"Kepler-1919",,,1
"Kepler-893",,,1
"HD 192310","HD 192310","HIP 99825",2
"Kepler-248",,,2
"Kepler-335",,,2
"HD 50554","HD 50554","HIP 33212",1
"HD 206255","HD 206255","HIP 107160",1
"Kepler-1485",,,1
"KELT-3",,,1
"HD 155193","HD 155193",,1
"HD 6061","HD 6061",,1
"Kepler-192",,,3
"Kepler-590",,,1
"NGC 2682 YBP 401",,,1
"K2-342",,,1
"TOI-3160 A",,,1
"Kepler-1677",,,1
"Kepler-1122",,,1
"Kepler-91",,,1
"Pr0201",,,1
"Kepler-1186",,,1
"Kepler-1061",,,1
"HD 19994","HD 19994","HIP 14954",1
"Kepler-736",,,1
"Kepler-1257",,,1
"Kepler-777",,,1
"Kepler-1557",,,1
"Kepler-1726",,,1
"Kepler-1749",,,1
"TOI-4551",,,1
"Kepler-59",,,2
"Kepler-1638",,,1
"Kepler-1843",,,1
"Kepler-630",,,1
"Kepler-963",,,2
"Kepler-1942",,,1
"TOI-1776",,"HIP 53688",1
"Kepler-552",,,1
"Kepler-685",,,1
"HD 210277","HD 210277","HIP 109378",1
"HD 75784","HD 75784","HIP 43569",2
"Kepler-862",,,1
"Kepler-686",,,1
"Kepler-933",,,1
"HD 204313","HD 204313","HIP 106006",3
"K2-43",,,2
"HD 1502","HD 1502","HIP 1547",1
"Kepler-1459",,,1
"Kepler-1610",,,2
"TOI-4029",,,1
"K2-11",,,1
