hostname,hd_name,hip_name,sy_pnum
"Kepler-715",,,1
"HD 18438","HD 18438","HIP 14417",1
"Kepler-1440",,,1
"TOI-942",,,2
"Kepler-642",,,1
"Qatar-1",,,1
"Kepler-1479",,,1
"TOI-640",,,1
"HATS-47",,,1
"Kepler-1613",,,1
"Kepler-1853",,,1
"HD 156846","HD 156846","HIP 84856",1
"GJ 720 A",,"HIP 91128",1
"HD 221416","HD 221416","HIP 116158",1
"NGTS-23",,,1
"Wolf 1069",,,1
"gam Lib","HD 138905","HIP 76333",2
"TOI-2796",,,1
"TOI-3071",,,1
"Kepler-1663",,,1
"GJ 514",,"HIP 65859",1
"HIP 65891","HD 117253","HIP 65891",1
"HIP 39017","HD 65526","HIP 39017",1
"Kepler-1184",,,1
"Kepler-1705",,,2
"WASP-101",,,1
"Kepler-853",,,1
"HAT-P-54",,,1
"TOI-261",,"HIP 4739",2
"HD 97048","HD 97048","HIP 54413",1
"Kepler-652",,,1
"TOI-262",,"HIP 10117",1
"HIP 8152",,"HIP 8152",2
"HD 190360","HD 190360","HIP 98767",3
"HD 152581","HD 152581","HIP 82651",1
"Kepler-1003",,,1
"Kepler-802",,,1
"NSVS 14256825",,,1
"GJ 96",,"HIP 11048",1
"TOI-1777",,"HIP 49576",1
"Kepler-1528",,,1
"TOI-4602","HD 25295","HIP 18841",1
"TOI-5301",,,1
"HIP 65407",,"HIP 65407",2
"TOI-1347",,,2
"TOI-4156",,,2
"TOI-5532",,,1
"HD 168443","HD 168443","HIP 89844",2
"HATS-35",,,1
"HD 39855","HD 39855","HIP 27922 A",1
"Kepler-1043",,,1
"TOI-1732",,,1
"Kepler-838",,,1
"K2-101",,,1
"G 268-110",,,1
"HD 18015","HD 18015","HIP 13467",1
"HD 181234","HD 181234","HIP 95015",1
"Kepler-21","HD 179070","HIP 94112",1
"TOI-169",,,1
"Kepler-426",,,1
"TOI-4515",,,1
"Kepler-1740",,,1
"Kepler-519",,,1
"HD 106906","HD 106906","HIP 59960",1
"K2-325",,,1
"K2-181",,,1
"Kepler-1888",,,1
"TOI-2147",,,1
"Kepler-1682",,,1
"Kepler-1728",,,1
"HAT-P-51",,,1
"HD 208527","HD 208527","HIP 108296",1
"HIP 21152","HD 28736","HIP 21152",1
"Kepler-468",,,1
"TrES-2 B",,,1
"K2-238",,,1
"DE CVn",,,1
"HD 211970","HD 211970","HIP 110443",1
"Kepler-1359",,,1
"K2-281",,,1
"G 229-20 A",,,1
"TOI-5573",,,1
"HD 216536","HD 216536",,1
"HD 180314","HD 180314","HIP 94576",1
"CoRoT-29",,,1
"HD 106315","HD 106315",,2
"HD 103949","HD 103949","HIP 58374",1
"HATS-59",,,2
"Kepler-1434",,,1
"KOI-217",,,1
"GJ 9773",,"HIP 109638",1
"WASP-168",,,1
"WASP-158",,,1
"Kepler-839",,,1
"Kepler-947",,,1
"Kepler-1884",,,1
"WASP-82",,,1
"TOI-1199",,,1
"Kepler-1009",,,1
"K2-271",,,1
"HD 109749","HD 109749","HIP 61595 A",1
"Kepler-1765",,,1
"Kepler-1378",,,1
"HD 190984","HD 190984","HIP 99496",1
"HD 28471","HD 28471","HIP 20625",3
"HD 219666","HD 219666",,1
"CoRoT-11",,,1
"Kepler-827",,,1
"Kepler-1188",,,1
"TOI-4860",,,1
"Kepler-1842",,,1
"HATS-38",,,1
"Kepler-1144",,,1
"TOI-5716",,,1
"Kepler-1835",,,1
"Kepler-1772",,,1
"K2-137",,,1
"K2-198",,,3
"Kepler-1635",,,1
"WASP-140 B",,,1
"HD 109246","HD 109246","HIP 61177",1
"K2-197",,,1
"GJ 180",,"HIP 22762",3
"Kepler-1470",,,1
"Kepler-1261",,,1
"TOI-1744",,,1
"TOI-2384",,,1
"WASP-60",,,1
"HD 4760","HD 4760","HIP 3869",1
"TOI-1248",,,1
"Kepler-1916",,,1
"K2-217",,,1
"TOI-237",,,2
"HATS-45",,,1
"Kepler-1760",,,1
"HD 137496","HD 137496",,2
"SR 12 AB",,,1
"KELT-14",,,1
"Kepler-1499",,,1
"HD 221287","HD 221287","HIP 116084",1
"LTT 3780",,,2
"Kepler-558",,,1
"TOI-2046",,,1
"DMPP-8","HD 191122","HIP 100359",1
"HIP 8923",,"HIP 8923",1
"Kepler-1775",,,1
"K2-77",,,1
"TOI-5159",,,1
"K2-215",,,1
"KOI-7368",,,1
"Kepler-1046",,,1
"Qatar-9",,,1
"Kepler-1066",,,1
"TOI-6707",,,1
"LHS 475",,,1
"HD 220689","HD 220689","HIP 115662",1
"TOI-2876",,,1
"TOI-519",,,1
"TOI-1443",,,1
"Kepler-1034",,,1
"TOI-4559",,,1
"K2-27 A",,,1
"TOI-2092",,,1
"GJ 433",,"HIP 56528",3
"tau Boo B",,,1
"KMT-2019-BLG-2783L",,,1
"TOI-1431","HD 201033",,1
"TOI-150",,,1
"Kepler-1653",,,1
"TOI-3082",,,1
"Kepler-1079",,,1
"WASP-180 A",,,1
"K2-248",,,1
"HATS-66",,,1
"PH1 Bb",,,1
"TOI-1801",,"HIP 57099",1
"TOI-1899",,,1
"HIP 35173",,"HIP 35173",1
"TOI-628","HD 288842",,1
"kap And","HD 222439","HIP 116805",1
"HD 178911 C","HD 178911 C",,1
"HIP 79431",,"HIP 79431",1
"K2-177",,,1
"HATS-30",,,1
"HD 107148 B","HD 107148 B",,2
"HD 135694","HD 135694","HIP 74326",1
"HD 125271","HD 125271",,1
"HD 112300","HD 112300","HIP 63090",1
"HD 30856 B","HD 30856 B",,1
"2MASS J19270636+0122577",,,1
"Kepler-1664",,,1
"NN Ser",,,2
"NGTS-1",,,1
"WASP-139",,,1
"TOI-3757",,,1
"GJ 3305",,,1
"TOI-2068",,,1
"Kepler-1806",,,1
"KPS-1",,,1
"Kepler-701",,,1
"OGLE-2012-BLG-0563L",,,1
"TIC 88692598",,,1
"NGTS-3 B",,,1
"KMT-2021-BLG-1391L",,,1
"HD 284149 B","HD 284149 B",,1
"HD 100508","HD 100508","HIP 56363",1
"HD 65216 C","HD 65216 C",,2
"HIP 59743 B","HD 106515 B","HIP 59743 B",1
"K2-208",,,1
"EPIC 201497682",,,1
"TOI-2969",,,1
"TOI-2669",,,1
"GU Psc",,,1
"OGLE-2015-BLG-0966L",,,1
"KMT-2016-BLG-0212L",,,1
"HD 36384","HD 36384","HIP 26638",1
"HD 206610","HD 206610","HIP 107251",1
"Kepler-951 B",,,1
"TOI-7384",,,1
"HATS-74 B",,,1
"K2-265 B",,,1
"OGLE-2006-BLG-284L B",,,1
"HIP 81208 B",,"HIP 81208 B",1
"GJ 680 B",,,1
"Kepler-1660 B",,,1
"TOI-1450 B",,,2
"DE CVn Ab",,,1
"BEBOP-3 B",,,1
"VHS J125601.92-125723.9 B",,,1
"Kepler-47 B",,,3
"Kepler-453 Ab",,,1
"TOI-837",,,1
"K2-116",,"HIP 110620",1
"TOI-5160",,,1
"WASP-91",,,1
"TOI-269",,,1
"TOI-7166",,,1
"DMPP-6","HD 67200","HIP 39242",2
"K2-175",,,1
"K2-243",,,2
"WASP-33 C",,,1
"K2-151 A",,,1
"Kepler-1457",,,1
"TOI-4465",,,1
"EPIC 220492298",,,1
"HATS-41",,,1
"G 261-6",,,1
"TOI-4184",,,1
"NGTS-24",,,1
"VHS J125601.92-125723.9",,,1
"TIC 356227008",,,1
"HD 109988","HD 109988",,1
"GJ 4276",,,1
"HD 171238","HD 171238","HIP 91085",1
"HD 109286","HD 109286","HIP 61298",1
"TCP J05074264+2447555",,,1
"HD 148164","HD 148164","HIP 80484",2
"WASP-67",,,1
"K2-164",,,1
"WASP-104",,,1
"Kepler-99 A",,,1
"HD 88072","HD 88072",,1
"TOI-622",,,1
"HIP 948",,"HIP 948",1
"CoRoT-9 B",,,1
"TOI-969",,,2
"GJ 3779",,,1
"HD 220074","HD 220074","HIP 115218",1
"TOI-4773",,,1
"K2-251",,,1
"tau Gem","HD 54719","HIP 34693",1
"K2-158",,,2
"K2-416",,,1
"GJ 1289",,,1
"TOI-2169 B",,,1
"K2-219",,,3
"HAT-P-4 B",,,1
"K2-389",,,2
"HD 100655 B","HD 100655 B",,1
"psi1 Dra A",,,1
"HD 202772 B","HD 202772 B",,1
"WASP-129 B",,,1
"TIC 88785435",,,1
"K2-400",,,1
"HIP 18606",,"HIP 18606",1
"Kepler-1150 A",,,1
"HD 213472","HD 213472","HIP 111136",1
"TOI-3877",,,1
"G 196-3",,,1
"HD 80913","HD 80913",,1
"K2-355",,,1
"Kepler-197 B",,,4
"2MASS J15283577+6621288",,,1
"OGLE-2012-BLG-0026L",,,2
"WASP-49 B",,,1
"HAT-P-10 C",,,1
"TIC 388076435",,,1
"Kepler-633",,,2
"Kepler-799",,,2
"OGLE-2007-BLG-349L A",,,1
"MOA-2016-BLG-227L",,,1
"KMT-2016-BLG-1820L",,,1
"KMT-2016-BLG-1107L",,,1
"SWEEPS-11",,,1
"OGLE-2007-BLG-368L",,,1
"OGLE-2005-BLG-390L",,,1
"OGLE-2012-BLG-0406L",,,1
"OGLE-2008-BLG-355L",,,1
"OGLE-2011-BLG-0265L",,,1
"KMT-2017-BLG-0849L",,,1
"KMT-2022-BLG-2076L",,,1
"KMT-2023-BLG-2209L",,,1
"MOA-2022-BLG-091L",,,1
"OGLE-2015-BLG-1771L",,,1
"KMT-2024-BLG-1209L",,,1
"KMT-2019-BLG-1339L",,,1
"OGLE-2019-BLG-1492L",,,1
"KMT-2022-BLG-1818L",,,2
"KMT-2018-BLG-1996L",,,1
"OGLE-2018-BLG-1185L",,,1
"KMT-2024-BLG-2087L",,,1
"OGLE-2017-BLG-1099L",,,1
"OGLE-2019-BLG-0299L",,,1
"KMT-2021-BLG-0912L",,,1
"KMT-2020-BLG-0414L",,,2
"KMT-2018-BLG-0247L",,,1
"OGLE-2018-BLG-0298L",,,1
"OGLE-2018-BLG-1126L",,,1
"OGLE-2018-BLG-1367L",,,1
"CWISEP J193518.59-154620.3",,,1
"KMT-2021-BLG-1547L",,,1
"OGLE-2017-BLG-1691L",,,1
"OGLE-2017-BLG-0640L",,,1
"KMT-2023-BLG-1454L",,,1
"KMT-2019-BLG-0414L",,,1
"KMT-2017-BLG-0428L",,,1
"KMT-2017-BLG-1003L",,,1
"KMT-2024-BLG-1044L",,,1
"KMT-2022-BLG-2286L",,,1
"KMT-2021-BLG-0736L",,,1
