Cassini SCE1 resume/fetch started
[2026-08-08T21:07:31.3107334+10:00] OK 712 84d62fe250d158902ca85ccfc41ede42ef2d98908ea168f184fe35c31ce1bcd0 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_169\pd1\c32easc2002_169_1335_020825.lbl
[2026-08-08T21:07:33.8294493+10:00] OK 112295 d225cb223190f521c772db566a4294ade979b675ca993a4b60ee40ae875623ff C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_169\pd1\c32easc2002_169_1335_020825.pd1
[2026-08-08T21:07:34.1449072+10:00] OK 712 708bac7fadecee2a6b42ecbe7a92836b78daefde655bffc9d617dc2cac260a27 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_169\pd2\c32easc2002_169_1335_020825.lbl
[2026-08-08T21:07:35.8250914+10:00] OK 112295 aea0cf323fddc68404515dc1eeef0a14cdd9e09f5f65b8fdb79530bbfbf14cf5 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_169\pd2\c32easc2002_169_1335_020825.pd2
[2026-08-08T21:07:37.0732708+10:00] OK 90858 5c62b58cd56585b8ab2b518ca915e3ec7b8ccdc887de36b07ebabd09d496b5d6 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_169\tdf\c32easc2002_169_0000xmmmv0.lbl
[2026-08-08T21:10:07.4186446+10:00] OK 46335744 215c2de473fd00b278267ab3ff0431ab4d00e9c3baaa17e949105b964644f4f3 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_169\tdf\c32easc2002_169_0000xmmmv0.tdf
[2026-08-08T21:10:09.6624868+10:00] OK 90858 04e584436c437b42f0a350776a5d2deff672b11b158843c8ec4ab8aa0481bfc8 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_170\tdf\c32easc2002_170_0000xmmmv0.lbl
[2026-08-08T21:12:09.0079495+10:00] OK 42626304 5d25aaa77b6041ddf285de9a2bf9f3d459258f705a8b6818e9ea09fc653bdd6d C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_170\tdf\c32easc2002_170_0000xmmmv0.tdf
[2026-08-08T21:12:09.3655118+10:00] OK 712 82691beb52d6099b827ddff114e999f046ffd16e1887310d072d0f4df2109681 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_170\pd2\c32easc2002_170_1335_020325.lbl
[2026-08-08T21:12:12.1990619+10:00] OK 111565 c3c984cc975334a5daaa05c00a1488f7b8116fe4c025c161ab97da8c5a14e574 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_170\pd2\c32easc2002_170_1335_020325.pd2
[2026-08-08T21:12:12.5173173+10:00] OK 712 f4e59e0352a5211135e29f41802c145b7351d1f60a70b5a8eddff7b9ed2538b8 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_170\pd1\c32easc2002_170_1335_020325.lbl
[2026-08-08T21:12:15.0538408+10:00] OK 111565 b3f4c927ad53e161ded03115d9848410e09030f1f85636d5f50c9a7c2698b2a1 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_170\pd1\c32easc2002_170_1335_020325.pd1
[2026-08-08T21:12:16.7495733+10:00] OK 71139 d65461c55cd589f58d439f5d6118df3e7d7dbff3ce93f5955a58ac0ca0e2fdf6 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_170\odf\c32easc2002_170_0000xmmmv0.lbl
[2026-08-08T21:12:26.2077328+10:00] OK 2782080 29a057223e96ba1f7a1718e285860b0f61b1f305b5b229e76b4fe1c70c255295 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_170\odf\c32easc2002_170_0000xmmmv0.odf
[2026-08-08T21:12:26.5595176+10:00] OK 4443 6b5bf1873fe5438cbf08ae0ea748ddc0cddfc39c29dab89bbaf8121f10d735bc C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_170\515\c32easc2002_170_0150_022045.lbl
[2026-08-08T21:12:32.8486124+10:00] OK 1067200 84374a2293f74298c0074c770a64b237c00935bda00c27b1327386930f65894c C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_170\515\c32easc2002_170_0150_022045.515
[2026-08-08T21:12:33.1626784+10:00] OK 4443 26a144b5706635cb15317df76656fbc6e69b68786728277461309bf64dd04f5f C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_170\515\c32easc2002_170_0550_135565.lbl
[2026-08-08T21:12:42.3948520+10:00] OK 2204000 dbc57d4eea10d8720e9b6486271af35b6ee306bf046e750e7ac7135e7d6e1d4f C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_170\515\c32easc2002_170_0550_135565.515
[2026-08-08T21:12:42.7333566+10:00] OK 4445 726aa23e3c23075dac72b83f5ece97690ddec7996bb9aed01c67b1f872f67a04 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_170\515\c32easc2002_170_1335_020125.lbl
[2026-08-08T21:14:44.9389161+10:00] OK 40990050 b28b97eb83ca4f41400f5f0fdca3374a5a66167bface2ea12896c67adefa61d9 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_170\515\c32easc2002_170_1335_020125.515
[2026-08-08T21:14:45.2666485+10:00] OK 4443 7c93f2451d3be91476d5d043ed7437b890a6c1e579d37df560bc81b77d01078c C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_170\158\c32easc2002_170_1335_020525.lbl
[2026-08-08T21:15:29.9060249+10:00] OK 12237501 eb3a9a0f23c25ec25b6f4f64863ec3308c96e65b8b5b562dffef0afb994f8bfc C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_170\158\c32easc2002_170_1335_020525.158
[2026-08-08T21:15:30.2459201+10:00] OK 4443 9a7e42248298b901308fec38c94976d3897878a9d535481b444027de8c32f21f C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\158\c32easc2002_171_1330_020525.lbl
[2026-08-08T21:16:18.6551838+10:00] OK 12143185 cccfe5c02fffc7c7e16056c4e1f4bbd874304cd85095920f3ff250fac7609cb9 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\158\c32easc2002_171_1330_020525.158
[2026-08-08T21:16:19.5052520+10:00] OK 4443 c001385f9288d2e11b9f830742aae3c55766d5ceaeaab59029e5ecbd246d5451 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\515\c32easc2002_171_0145_032034.lbl
[2026-08-08T21:16:41.9340120+10:00] OK 5206080 5ab8d46fbf042cff4e27ecec75355685cd12a9a5ea1b7a6e276e1f325002697f C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\515\c32easc2002_171_0145_032034.515
[2026-08-08T21:16:42.2678514+10:00] OK 4445 0721c3cb97c4ab49d7887b2af67dead2ba085dd468828c244f4196f01d6c4dc0 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\515\c32easc2002_171_0300_060045.lbl
[2026-08-08T21:17:08.8658252+10:00] OK 9994560 c0ba9a68714b8a0a6c88ca0b5224163526cffb1c4c836f03ce25d422268446a8 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\515\c32easc2002_171_0300_060045.515
[2026-08-08T21:17:09.2136681+10:00] OK 4445 b7b37aed05bcf6327439f1c2c0368634a1106545dfe4513d1b9cf34df568fb11 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\515\c32easc2002_171_0540_134565.lbl
[2026-08-08T21:19:04.3991422+10:00] OK 24955695 8054698c6eaec1d53cef61ea234588246d79fec4db5d5e3996d6069ad2a056a1 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\515\c32easc2002_171_0540_134565.515
[2026-08-08T21:19:04.7362344+10:00] OK 4445 b01c9975b7513a0a257b15af5b06bb9975d9274f7a82fbafae4fb26fa8e096a2 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\515\c32easc2002_171_1330_020025.lbl
[2026-08-08T21:21:39.3594743+10:00] OK 40881996 ea7a673b59c699c375b6373f7fb754b8fd8099f9335e2465566329e0c83f5395 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\515\c32easc2002_171_1330_020025.515
[2026-08-08T21:21:40.5336231+10:00] OK 71138 faf5c6f5e16de86608fe8dbd3cd3f064dc1a36a867729974ab7dbdd9e7f97a68 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\odf\c32easc2002_171_0000xmmmv0.lbl
[2026-08-08T21:21:52.7289062+10:00] OK 3024000 581b7a28981c73598a00514baec077f5cad2c826d92c10522a1000d586f28059 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\odf\c32easc2002_171_0000xmmmv0.odf
[2026-08-08T21:21:53.0790558+10:00] OK 712 b0c5d34be3ad15351d996aa670450829b4fede2c27e96784cc583060e77a4641 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\pd1\c32easc2002_171_1330_020325.lbl
[2026-08-08T21:21:54.7929613+10:00] OK 112295 3d20577f752442aee4b559afbe3b8a3b126f3c33365b41ed4f7f5cf79482e4df C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\pd1\c32easc2002_171_1330_020325.pd1
[2026-08-08T21:21:55.1483551+10:00] OK 712 5d4fa44c429834592f9bfe6c1f2c78b120cb967b2fa3be9d357be6e07646ea5b C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\pd2\c32easc2002_171_1330_020325.lbl
[2026-08-08T21:21:57.9596970+10:00] OK 112295 1ee4fd8018ce0eefa9155473513f06ea5507d13458628812d97b95879bf50e23 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\pd2\c32easc2002_171_1330_020325.pd2
[2026-08-08T21:21:59.3832966+10:00] OK 90858 17d63bcaf6a454b7b2c2593b74da3d79121c26e20455d6216edd86552548fe59 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\tdf\c32easc2002_171_0000xmmmv0.lbl
[2026-08-08T21:25:06.1405082+10:00] OK 46545408 90e67fa670952ec18d924c67acfaacc6ed86ab159ab730fe56d1129bd06e266f C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_171\tdf\c32easc2002_171_0000xmmmv0.tdf
[2026-08-08T21:25:06.4829642+10:00] OK 4444 e1fdf59af90a59eac5502c073cd5c4b859484a972b4aa72badd7d8b13d0c8e97 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\158\c32easc2002_172_1340_020525.lbl
[2026-08-08T21:25:48.0698114+10:00] OK 12489631 919fa6b7d9afb42e5c97d6a3e5fcdccf7bf6804e11b13290383930f3f9a15698 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\158\c32easc2002_172_1340_020525.158
[2026-08-08T21:25:48.4325682+10:00] OK 4445 9bbf9afac7d169dc0d25c31fe4bf0e00878ca42c8a1647ebb8180695fbcb0480 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\515\c32easc2002_172_0145_055545.lbl
[2026-08-08T21:26:42.8176659+10:00] OK 13206078 e3df29cc7ca871534b96d12424f1cdfca4ee4d66d944aaae6b8166517cc61407 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\515\c32easc2002_172_0145_055545.515
[2026-08-08T21:26:43.1493491+10:00] OK 4445 07847dee0698b9b7d266e5f6f78ba2fbed8bf03b502c212214a797cfcb28ba99 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\515\c32easc2002_172_0540_135565.lbl
[2026-08-08T21:28:14.2247498+10:00] OK 26905446 ffdaf2c7f4fbc12f588722991f75aa5250c7b0ce21147856f03611da4842ad04 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\515\c32easc2002_172_0540_135565.515
[2026-08-08T21:28:14.5927361+10:00] OK 4445 0c14bf7fdfcde12a1080e124dc554967e97522a00ae8cbd585e8c53fecdc12d8 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\515\c32easc2002_172_1340_020025.lbl
[2026-08-08T21:30:23.0856499+10:00] OK 38626956 13565aac7559c39a91bec540fbe7bea9b2bd9de71f0532d2fb4c963bade2fc5f C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\515\c32easc2002_172_1340_020025.515
[2026-08-08T21:30:25.0242016+10:00] OK 54685 3dbc5a2edbbedbf4846cbba46125a5a72d4d9e04fc9bcc161e02c52909e47816 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\odf\c32easc2002_172_0000k252v0.lbl
[2026-08-08T21:30:28.4944166+10:00] OK 645120 22e746401e7078bb71edc09dca84e4d971b0586dfd18f8c375c30e9e0ee64d84 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\odf\c32easc2002_172_0000k252v0.odf
[2026-08-08T21:30:30.2019032+10:00] OK 63901 38b82bbac0202fce4b8f3b6901557e7b987177618fce9638189e8ac1f6deb83b C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\odf\c32easc2002_172_0000xmmmv0.lbl
[2026-08-08T21:30:39.9771263+10:00] OK 2935296 f33e0af9c3cc75873cf39162d80b760496c9797ab57ddd2ee97904e9a39c49dc C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\odf\c32easc2002_172_0000xmmmv0.odf
[2026-08-08T21:30:40.3061975+10:00] OK 712 4dc1bf34074d6c39c64bcece5441c9d9edd9f56e8f43b4cfdb6b7c7b0c655329 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\pd1\c32easc2002_172_1340_020325.lbl
[2026-08-08T21:30:42.8353367+10:00] OK 110835 820862d147dd2673be7256ef14b13ac3f7fb86cb81abba3a7b9aeaa3a61bfd08 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\pd1\c32easc2002_172_1340_020325.pd1
[2026-08-08T21:30:43.1905399+10:00] OK 711 c22364ca8f54aefe2c256a562a9e315aea0c9e6644fdd3979cd15757054975c5 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\pd2\c32easc2002_172_1340_020325.lbl
[2026-08-08T21:30:45.7182575+10:00] OK 110835 4f6d078b568efb6d71af066bad4bc57c38e27d9312c03c8eb1efb329e1c26499 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\pd2\c32easc2002_172_1340_020325.pd2
[2026-08-08T21:30:47.1587006+10:00] OK 90855 a4ab95f0c8baaf8149455eebd6a05e0dcaea3e1d7532950c731def7b31ad4c23 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\tdf\c32easc2002_172_0000k252v0.lbl
[2026-08-08T21:32:43.0135373+10:00] OK 28901376 9cd6c05968d03477a4782f327847ffb601a8f5f23c9e5b5a9c596822d5e612c1 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\tdf\c32easc2002_172_0000k252v0.tdf
[2026-08-08T21:32:44.4714357+10:00] OK 90855 77d14413419d61e41922bb7420d911678619568aae60c895c9da29c5136fb10b C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\tdf\c32easc2002_172_0000xmmmv0.lbl
[2026-08-08T21:35:57.5607313+10:00] OK 46488960 1c67bf9b15534fd3f68f96f51619379707ec443e0e2a3827219d71d9a46ffd82 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_172\tdf\c32easc2002_172_0000xmmmv0.tdf
[2026-08-08T21:35:58.4602152+10:00] OK 4444 b7769936fcc5ce425ca8618cc935f80a30bfd28a068af02a41c072e480d7255c C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\158\c32easc2002_173_1325_020025.lbl
[2026-08-08T21:36:47.1189223+10:00] OK 11802021 f77bc55b79b6844128420f1d933dc03f4cb681311a964b083895266e096a18fd C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\158\c32easc2002_173_1325_020025.158
[2026-08-08T21:36:47.4582060+10:00] OK 4445 765f4fea3785e4865a72048f550ca77a831b309134be513eed53ce69a700d3ad C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\515\c32easc2002_173_0145_055045.lbl
[2026-08-08T21:37:29.2313523+10:00] OK 12820842 2fb527bb1317391c52612cf5817a63b6c532ab370dd1fa99409de991eac7d718 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\515\c32easc2002_173_0145_055045.515
[2026-08-08T21:37:29.5560609+10:00] OK 4445 e89911209f90d4f9a6fb390be24ca72425fccdab9a020e28ed4672c6e6e2e75e C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\515\c32easc2002_173_0535_134065.lbl
[2026-08-08T21:38:53.9909558+10:00] OK 26341686 797e1555a2d6425bfe773ac1d5fda9b646e62cd2166a1b7dcd7eccac84d7b4d9 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\515\c32easc2002_173_0535_134065.515
[2026-08-08T21:38:54.3155628+10:00] OK 4445 2232e265c46ac19771e1c268edcab4558b4ff4559d492ff60d235aa669192501 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\515\c32easc2002_173_1325_020025.lbl
[2026-08-08T21:40:46.2401118+10:00] OK 41854482 fe2e5f543918f247e951146f6e242dd6227ed1a8db766cc202690f879cb310bc C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\515\c32easc2002_173_1325_020025.515
[2026-08-08T21:40:47.3639381+10:00] OK 54685 1d8c54e232ba8bfbd9183eea3493c7914cdaa2349b54da3ed8b321b604c2f763 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\odf\c32easc2002_173_0000k252v0.lbl
[2026-08-08T21:40:53.7161902+10:00] OK 1217664 f4a8af7037be728bcb88e5ec98f334fc31f8de2d9ae0b68ee9328887a8943692 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\odf\c32easc2002_173_0000k252v0.odf
[2026-08-08T21:40:54.8445872+10:00] OK 63903 ad24c875f507ef9adc8ce15ef2d9220f7166037f7be2bbd12c2d94ffe9f541d4 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\odf\c32easc2002_173_0000xmmmv0.lbl
[2026-08-08T21:41:08.8312654+10:00] OK 3185280 3ccfec281380c51e45cb221fd74432a15bb1af505364bcdbc3f3d1d1baf3fc26 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\odf\c32easc2002_173_0000xmmmv0.odf
[2026-08-08T21:41:09.1576485+10:00] OK 712 7417587fb44a69fd9b1cb1b280196cc0974be5709894611e32d7d1ed8f326c52 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\pd1\c32easc2002_173_1325_015825.lbl
[2026-08-08T21:41:10.6128152+10:00] OK 112295 58e75471397ef345d971d603e52242023ceefe6ac131389cbbdc7c0c2612191a C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\pd1\c32easc2002_173_1325_015825.pd1
[2026-08-08T21:41:10.9211697+10:00] OK 712 95d4fcd29e5403f2fc274d53265f930c967223b0731afb03f23e0f2cda15a50b C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\pd2\c32easc2002_173_1325_015825.lbl
[2026-08-08T21:41:12.5743582+10:00] OK 112295 fb2d880339c2dd7c3fcc2725205dc0fa51e8a169986292c023af0e25d1fabc4f C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\pd2\c32easc2002_173_1325_015825.pd2
[2026-08-08T21:41:14.5324610+10:00] OK 90855 be1680ae8a1abc4ac7d296a6c0d5eefb1a81d1aeb0a6e2442af4ae296e70fb25 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\tdf\c32easc2002_173_0000k252v0.lbl
[2026-08-08T21:42:33.2258358+10:00] OK 29272320 cfe2f7b717905b9120b470cb6cb97a8ce20569bcf280b652b64b04c28891555c C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\tdf\c32easc2002_173_0000k252v0.tdf
[2026-08-08T21:42:34.6169617+10:00] OK 90855 9c280d96679a6ad569cd9bb2778eaf06a9a6098dfaed7d062d1b2a658a4c41b0 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\tdf\c32easc2002_173_0000xmmmv0.lbl
[2026-08-08T21:45:02.8859967+10:00] OK 45182592 0c3137296a9aee75f2e452cd50102c89bb6dc0b0677a7d8cd1d324fa7401b38b C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_173\tdf\c32easc2002_173_0000xmmmv0.tdf
[2026-08-08T21:45:03.2200212+10:00] OK 4444 04da5ac62461fd8402e3b27e66886dcc61663bb188107199140c0dce43b359fe C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_174\158\c32easc2002_174_1320_015525.lbl
[2026-08-08T21:45:55.0246813+10:00] OK 12913901 958d617b77e5a552b9dcc114206200f72c78c9ef46886c96a3d3e7bcd1cf3aa5 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_174\158\c32easc2002_174_1320_015525.158
[2026-08-08T21:45:55.3937584+10:00] OK 4445 0e32c12f3de54f93817b12ba4794a3511e47df210fbe83ec7905cb1c0f535945 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_174\515\c32easc2002_174_0140_055045.lbl
[2026-08-08T21:46:32.0186179+10:00] OK 14061114 3b440b8d82f94a24495033dd19f020f23925f944b03effc6b72601cdd93d555b C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_174\515\c32easc2002_174_0140_055045.515
[2026-08-08T21:46:32.3350430+10:00] OK 4445 0921a48dc0f754cbfb7b7c731667a123e49bb2cc7dc75afab8486b90a5a1c0a9 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_174\515\c32easc2002_174_0530_134065.lbl
